indv	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
HG02648	0.0027	0.0249	-0.0033	0.0032	0.0072	0.0133	-0.0093	-0.0337	-0.0267	-0.005	-0.0074	-0.0094	-0.0105	-0.0047	1e-04	0.0426	0.0124	-0.0039	-0.0023	-0.0283
HG02651	0.0102	0.0053	0.0074	-0.008	-0.0172	-0.0136	0.0056	-0.0163	-0.0052	0.0264	0.0024	-0.017	-0.0022	0.0022	0.0118	0.005	-0.0096	0.0076	-0.0059	-0.0097
HG02652	0.0062	0.0171	0.0048	-0.0079	-0.0154	-0.015	0.008	-1e-04	-0.0031	0.0097	-0.0059	-0.0055	0.0021	0.0026	0.0126	0.0084	-0.0076	0.0038	0.0014	-0.0072
HG02654	0.0055	0.0225	-0.0014	0.0011	0.004	-6e-04	-0.0215	-0.0284	0.0162	0.0035	-0.0011	-3e-04	0.002	-0.0052	-0.002	-0.0029	0.0064	-5e-04	0.003	0.0068
HG02655	0.0059	0.0102	0.0022	2e-04	-0.004	-0.002	-0.0127	-0.0214	0.0134	-5e-04	0.004	0.0116	-3e-04	0.0022	-0.0094	-0.0089	0.0013	0.0015	-0.0069	0.0015
HG02657	0.0084	0.0096	0.0018	-0.0015	-0.0028	-0.0101	-0.0014	0.0082	0.0104	0.0142	0.0115	-0.0047	0.003	0.001	0.0041	-0.0094	-0.0082	-0.0018	-0.0023	-0.0034
HG02660	0.0088	0.0047	9e-04	5e-04	-0.0013	0.0022	-0.0099	-0.0334	-0.0062	0.0126	-0.0025	-0.0196	-7e-04	0.0044	0.0082	0.022	0.0038	0.003	0.001	-0.007
HG02661	0.0089	0.0068	0.0062	3e-04	0.0022	-0.0066	-0.0145	-0.0182	0.0173	0.0079	0.0118	-6e-04	-0.001	0.0061	-0.0062	-0.011	-0.006	-0.0063	0.0054	0.0107
HG02666	-0.0402	-0.0058	0.0125	-0.0481	0.0239	0.0534	0.0043	0.0104	0.0291	-0.0171	-0.0236	-0.0105	0.0317	-0.029	0.1086	-0.0095	-0.03	0.0221	0.0441	-0.0342
HG02667	-0.0364	-0.006	-0.0257	-0.0282	0.0442	-0.0197	-0.0346	0.0047	-0.0078	0.0454	-0.0416	0.0539	-0.0036	-0.0131	-0.0125	-0.0346	-0.0184	0.0844	-8e-04	-0.0085
HG02675	-0.0314	0.0023	-0.0507	0.0126	0.0095	0.0082	0.0099	-0.0205	0.017	8e-04	-0.0378	0.0324	0.0041	0.0239	0.0562	-0.0069	0.0263	-0.0417	-0.0012	0.0269
HG02676	-0.0424	-0.0086	0.0149	-0.0123	0.0572	-0.002	0.1	-0.0412	0.0257	0.0127	-0.0071	0.0098	-0.011	-0.0474	-0.0557	0.0245	0.0202	0.017	-0.0196	-0.0153
HG02678	-0.0379	-0.0152	0.028	-0.0447	0.0026	0.0091	0.0063	-0.0047	0.0134	0.0127	-0.0068	0.0463	0.0343	0.0714	0.019	0.0339	0.0119	0.038	0.0029	0.0422
HG02682	0.0068	0.008	0.0019	-0.0036	-0.0095	-0.018	-0.0067	-0.0237	0.0115	0.0052	-0.0046	-0.0106	-0.0028	-0.0034	9e-04	0.0217	0.0048	0.0024	-0.0033	-0.0148
HG02684	0.0118	-0.0084	0.0062	-0.0072	-0.0185	-0.0125	0.0016	0.0038	0.0023	0.0263	0.0072	-0.0097	0.0027	-0.0065	0.0117	-0.0112	-0.0044	-0.0094	0.0098	0.0179
HG02685	0.0058	0.0266	-8e-04	0.0015	0.0085	0.0012	-0.0159	-0.0275	0.0182	0.0015	0.0046	-0.0019	0.0098	-0.0069	-0.0098	-0.016	-0.0026	-0.0218	0.0035	0.0067
HG02687	0.012	-0.014	0.0048	-0.0035	-0.0136	-0.0079	-0.01	-0.0178	0.014	0.0198	0.0055	-0.0031	0.001	-0.0051	0.0053	-0.0163	-0.0102	-0.0027	0.0019	0.0033
HG02688	0.0128	-0.0103	0.0064	-0.005	-0.0204	0.0137	-0.0015	-0.0258	-0.025	0.0226	0.0047	-0.0015	-0.0089	3e-04	0.0116	-0.0098	-0.0139	0.0119	-0.0032	0.004
HG02691	0.0063	0.0144	0.0027	-0.0052	-0.0108	-0.0128	0.0062	4e-04	0.0078	0.0057	-0.0015	-6e-04	0.0074	-7e-04	0.0012	-0.0058	0.0033	-0.0051	0.0039	0.0107
HG02694	0.0054	0.022	0.0025	-0.0036	0.0013	-7e-04	-0.0026	-0.0037	0.0017	-9e-04	0.0012	-0.0065	0.0052	6e-04	-0.0016	-0.002	-0.0044	-0.0152	-0.0084	0.0086
HG02696	0.0087	-0.0056	0.0063	-0.0091	-0.0237	-0.0169	0.0112	0.0106	0.0011	0.0078	-0.0033	-0.0045	0.0017	-8e-04	0.0091	3e-04	-0.0038	0.005	-7e-04	-0.001
HG02697	0.0093	-0.0037	-0.0053	5e-04	0.0058	-0.0097	0.0168	-0.0082	-0.0224	0.0121	-0.0075	-0.0037	4e-04	0.0013	0.0094	0.005	0.0043	-9e-04	0.0054	0.0214
HG02700	0.0079	0.0092	0.0021	-0.0021	-0.0018	5e-04	0.0103	0.0184	-0.0031	0.0177	0.0115	-0.0074	-0.0037	0.0031	0.0129	-0.0037	-0.0104	4e-04	0.001	0.0087
HG02702	-0.0361	-0.001	-0.0162	-0.0169	0.0462	-0.0091	-0.0121	-0.0244	-0.0044	-0.0078	0.0073	0.0799	-2e-04	0.0928	0.0196	0.008	0.0097	4e-04	-0.0072	0.029
HG02715	-0.0279	-0.0097	-0.0273	0.001	-0.0344	0.0368	0.0169	-0.0062	0.0431	-0.0234	-0.0189	-0.0108	0.0136	-0.0355	0.0259	-0.0255	0.0025	0.0026	-0.0164	0.0174
HG02721	-0.0328	-0.0158	0.0315	-0.0593	0.0294	-0.0096	-0.02	-0.0046	-0.0174	-0.0268	0.0304	-0.0224	0.0358	-0.019	0.0297	-0.016	-0.0959	-0.0355	-0.0737	-0.0401
HG02722	-0.0346	-0.0043	-0.0054	-0.0495	0.0082	0.0142	-0.0991	0.0426	0.0071	0.0865	-0.0219	0.0739	0	-0.1062	2e-04	0.0439	-0.0127	0.0037	-0.0016	0.0296
HG02724	0.0094	0.005	2e-04	0.0013	0	0.0105	-0.0079	-0.0104	-0.0086	0.0241	0.0104	-0.0135	-0.0056	0.0015	0.012	-0.0011	0.006	-0.0013	0.002	0.0104
HG02725	0.0072	0.0075	0.0025	-0.0026	-0.0019	-0.0113	-0.0088	-0.0038	0.007	-0.0044	-0.0027	-0.0066	0.0063	-0.0067	4e-04	0.0064	-0.0048	-0.0051	0.0048	-0.0176
HG02727	0.0101	0.0052	0.0011	1e-04	-6e-04	-0.0069	-0.0095	-0.0129	0.0141	0.0086	0.001	-0.0029	-7e-04	-9e-04	-0.0034	0.0026	0.0011	-0.0025	0.002	6e-04
HG02728	0.0047	0.0074	-0.0111	0.0065	0.0292	-0.004	-0.0059	-0.0193	-0.0096	0.0304	0.0131	-0.019	-0.0054	0.0049	0.0189	0.0039	0.0068	-0.0065	3e-04	0.0032
HG02731	0.0102	-0.0055	0.0073	-0.006	-0.0144	4e-04	-9e-04	-0.0232	-0.0203	0.0135	0.0028	-0.001	-0.0055	0.0045	0.0071	-0.0043	-0.0012	0.0029	0.0065	0.0053
HG02733	0.0062	0.0245	-0.001	0.0044	0.0132	0.0173	-0.0071	-0.0102	-0.0143	0.0034	0.0063	-0.0135	-0.0022	0.0038	0.0039	0.0126	-0.0016	-9e-04	-0.0049	-0.0088
HG02734	0.0136	-0.007	0.0072	-0.0063	-0.0175	0.0053	0.0065	-0.0158	-0.021	0.0018	-0.0183	0.0012	-9e-04	-0.0011	0.0116	0.0086	-8e-04	3e-04	0.0101	-0.0011
HG02736	0.0082	0.0032	6e-04	0.0012	3e-04	0.0071	-0.001	-0.003	2e-04	0.0143	0.012	-0.0035	-0.0083	-0.0024	0.0065	-0.0051	4e-04	0.0068	-0.0057	-0.0083
HG02737	2e-04	0.026	-0.0054	0.0017	6e-04	0.0088	-0.0127	-0.0349	-0.0228	-0.0042	-0.0025	0.0081	-0.0075	0.0021	-0.0068	0.0283	0.0169	-0.0057	7e-04	-0.0119
HG02756	-0.0257	-0.0022	-0.0193	-0.0087	-0.014	-0.0117	0.0047	0.0174	-0.0116	-0.0082	0.0087	0.0134	-0.0182	0.0236	-2e-04	0.0031	0.004	0.0024	-0.0033	0.0066
HG02759	-0.0293	0.0057	-0.0315	0.0222	-0.0133	0.0464	0.0433	-0.0042	0.0288	-0.0047	0.0234	0.009	-0.0166	-0.0232	-0.0228	0.0011	-0.0262	-0.0065	0.0073	-0.0257
HG02760	-0.0432	-0.0063	0.0108	-0.0305	0.0038	0.0359	0.0121	-0.0168	0.0336	2e-04	-0.0039	0.0055	0.0074	-0.0228	0.046	-0.0166	0.0264	-0.0268	0.0074	-0.0029
HG02768	-0.0405	-0.001	-0.0569	-2e-04	0.0148	-0.0077	-0.0139	0.0078	-0.0025	2e-04	-0.0413	0.0074	-0.0484	0.0289	-0.0022	-0.0135	0.0338	0.0103	-0.0654	0.0424
HG02769	-0.0312	-0.0168	0.0355	-0.0388	0.0031	0.026	0.055	-0.0305	0.0175	-0.0035	-0.0442	0.0142	-0.0047	3e-04	0.025	0.0051	0.0273	-0.0151	-0.0089	-0.0193
HG02771	-0.0381	-0.0012	-0.0455	-0.001	0.0075	-0.012	-0.0195	-0.017	-0.0096	-0.0357	-0.0013	0.0129	0.0189	0.0063	0.0313	0.0095	-0.0013	0.017	0.0071	-0.0076
HG02772	-0.0354	3e-04	-0.0471	0.0238	0.0127	-0.0032	0.0505	-0.0284	0.0243	-0.021	-0.0109	0.0071	0.0021	-0.0313	0.017	0.011	-0.0238	0.0173	-0.0017	-0.0049
HG02774	0.009	0.0029	0.0012	0.0023	0.0018	0.0173	-0.0083	-0.0254	-0.009	0.0252	0.0153	-0.0141	-0.0052	-6e-04	8e-04	-0.0086	-0.0017	-0.0059	-0.0042	0.0082
HG02775	0.0092	0.004	0.0013	0.0011	-7e-04	-0.0055	-0.0126	-0.0214	0.0187	0.0066	0.0053	-0.0053	0.0028	-0.0092	-0.007	-0.005	0.0079	-0.0086	-9e-04	0.0059
HG02778	0.008	0.0117	0.0066	-0.0025	-0.0032	-0.0074	-0.0048	-0.024	-5e-04	-9e-04	-0.0055	-0.0014	-0.0078	0.0042	-9e-04	0.0114	0.0045	0.0034	0.012	-3e-04
HG02780	0.0109	-0.0092	0.0101	-0.0049	-0.0148	-0.0198	8e-04	-0.0082	0.0034	0.0261	0.0159	-0.0185	-0.0041	0.0034	0.0101	0.0101	-0.009	0.0088	-0.0021	-0.0066
HG02783	0.0106	0.0054	0.0027	0.0016	-0.0054	0.0106	-0.0049	-0.0322	-0.0093	0.0189	6e-04	-0.0137	-0.011	0.0027	0.0099	0.0216	0.0059	0.0177	-0.0094	-0.0048
HG02784	0.0113	-0.0123	0.005	-0.0052	-0.0182	-0.0105	-0.012	-0.0285	0.0124	0.0092	-8e-04	0.0057	0	-0.0049	-0.0051	-0.013	-0.0049	-0.0036	0.0057	0.0055
HG02786	0.0093	-0.0011	-6e-04	0.0042	0.0056	0.0193	-0.0101	-0.0192	-0.0102	0.0415	0.0203	-0.0244	-0.0102	-0.0023	0.0174	-0.0022	-0.002	-0.0052	-0.0049	0.0038
HG02787	0.0086	0.0085	0.002	-0.0037	-0.0063	-0.0172	-0.0057	-0.0055	0.011	-9e-04	-0.0046	-0.0035	0.0073	-0.0028	0.0055	0.0096	0.0019	-0.0016	0.0019	-0.0146
HG02789	0.0038	0.0082	0.0015	-0.0027	-0.0067	-0.0119	-0.0032	-0.0038	0.0068	0.0095	0.0071	-0.0077	-0.0062	-0.001	-0.002	0.0083	-0.0016	0.0084	-0.0046	-0.0066
HG02790	0.0064	0.0083	0.0026	-0.0054	-0.0095	-0.0113	-0.0223	-0.0432	0.0071	0.022	0.0073	-0.0069	-0.0067	-0.0061	0.017	-0.0136	-0.0147	0.0053	-0.0027	-0.0348
HG02792	0.006	0.0252	-0.0011	0.0026	0.0129	0.0054	-0.0106	-0.0147	0.0092	0.0163	0.0136	-0.0096	-0.0028	0.0045	0.0076	-0.0021	-0.0061	0.0056	-0.0111	-0.0217
HG02793	0.0057	0.0075	0.001	-0.002	-0.0062	-0.0121	-0.0106	-0.0239	0.0094	0.0085	0.0028	-0.0066	-0.0043	-0.0049	8e-04	0.0084	0.0031	0.0031	-0.0033	-0.0131
HG02798	-0.0397	-0.0066	0.014	-0.0222	0.0596	-0.015	0.0224	-0.0284	-0.0086	-0.0186	-0.0091	-0.0054	0.0033	-0.0284	-0.0117	0.0169	-0.0415	-0.0198	0.0247	-0.0109
HG02799	-0.0318	-0.0128	0.0539	-0.0343	0.0129	-0.0119	0.0162	-0.0016	0.0144	-0.0272	0.02	-5e-04	-0.0139	0.0258	0.0087	-0.0051	0.0368	0.0203	0.0041	0.0095
HG02804	-0.0355	-5e-04	-0.0632	0.0253	0.0608	-0.0538	0.055	-0.0427	-0.0324	0.0304	-0.041	0.023	-0.0054	-0.0213	0.0146	-0.0209	0.054	-0.0155	0.0054	-0.0411
HG02805	-0.0305	0.0086	-0.0297	-0.0017	-0.0151	0.0165	-0.0153	0.0158	0.022	-0.0148	0.0286	0.0082	-0.0053	6e-04	0.0293	-0.0149	0.0024	0.0238	0.0057	0.0056
HG02807	-0.0387	0	-0.0537	0.0225	0.0067	0.0091	0.0643	-0.0034	0.032	0.0086	0.0166	-0.0123	-0.0223	-0.0075	-0.024	-0.0017	0.0039	0.0348	0.0103	-0.0246
HG02810	-0.0239	0.0091	-0.0299	0.0127	0.0252	-0.0111	0.0137	-0.0037	-0.0137	0.009	0.0095	0.0138	0.0121	0.0039	6e-04	-0.0092	0.0226	0.0264	0.0026	-0.0258
HG02811	-0.0418	-0.0019	0.0455	0.0501	-0.0025	0.0015	-0.0776	0.0501	7e-04	0.0592	0.0265	0.0923	0.0084	-0.0445	0.0317	0.054	-0.0207	-0.0345	0.0173	-8e-04
HG02813	-0.0275	-0.0071	-0.02	-0.0022	-0.0312	0.0034	-0.003	-1e-04	0.0032	-0.0226	-9e-04	0.0063	-0.0174	-0.0309	0.0179	-0.0116	0.0404	0.0742	0.0206	-0.0238
HG02814	-0.0368	0.0029	0.0237	0.0507	-0.0069	0.0238	-0.0387	0.0163	0.0147	0.024	-0.0473	0.0118	0.0717	0.0462	0.0288	-0.0219	-0.0437	0.0372	0.0491	0.014
HG02816	-0.0412	-1e-04	-0.064	-0.0052	0.023	0.0344	0.0149	0.0107	0.0258	0.0832	-0.1633	0.0216	-0.032	0.0674	0.0082	-0.01	-0.0491	0.0137	-0.0129	-0.0068
HG02817	-0.0355	0.0027	0.0254	0.0762	0.0231	-0.0464	-0.0302	0.0144	-0.0314	0.0154	0.0053	0.0177	-0.0171	7e-04	0.0273	-0.0196	-0.0104	0.0061	0.011	-0.0029
HG02820	-0.0295	0.008	-0.0492	-0.0024	-0.0188	-0.0026	-0.0284	0.0144	0.0157	-0.0069	-0.0479	-0.0257	-0.0333	-0.0069	-0.0039	0.0052	0.0119	0.0211	-0.0363	0.0197
HG02836	-0.0373	4e-04	0.0304	0.0731	-0.0278	0.0132	-0.0424	0.0088	0.018	-0.0293	-0.0273	-0.004	-0.0105	0.0179	0.0231	-0.0092	0.0299	-0.0114	0.0032	0.0237
HG02839	-0.0378	0.0045	-0.0071	-0.0241	0.0023	0.0185	-0.0116	-0.0111	0.025	-0.0358	0.0099	0.0236	0.0264	0.0949	0.0477	0.0301	-0.0119	0.0175	-1e-04	-0.002
HG02851	-0.0342	2e-04	-0.0549	0.011	0.0072	-0.0139	-0.0196	-0.0194	-0.0136	-0.0244	-0.0101	0.0126	0.0038	0.0151	0.0267	0.001	0.0139	0.0143	0.0017	2e-04
HG02852	-0.0384	0.0017	0.0191	0.0781	0.0193	-0.0428	-0.0039	0.0102	-0.0328	0.0159	-3e-04	0.0081	-0.0038	-0.0285	0.0159	0	0.0398	0.0103	0.0112	-0.032
HG02855	-0.0407	0.0038	-0.038	0.0031	-0.0172	0.0205	-0.042	0.0185	0.0252	-0.0066	0.0619	-0.0028	0.0303	0.0282	0.0592	-0.0219	0.0025	0.0353	0.0386	-0.0071
HG02860	-0.0265	0.0041	-0.0511	0.0243	0.0285	0.001	0.005	-0.0123	-0.0071	-0.0138	-0.0122	-0.0337	-7e-04	-0.0055	0.0312	-0.004	0.002	0.0051	0.0338	0.0187
HG02861	-0.0352	0.0021	0.0264	0.067	0.0292	-0.0265	0.011	0.005	-0.0183	0.0073	-0.0362	0.0207	0.0063	0.0081	0.0034	-0.0095	-0.0283	0.0397	0.0261	0.0087
HG02869	-0.0301	-0.0101	-0.044	-0.0036	0.0065	-0.0421	0.0375	7e-04	-0.0115	0.0486	-0.0298	0.0304	-0.0252	0.013	0.0419	-0.0471	0.0522	-0.0683	-0.0113	0.0337
HG02871	-0.0316	0.0035	-0.0552	-0.0027	0.0223	-0.0342	-0.0031	0.0269	-0.0048	0.0384	-0.0357	0.0159	-0.0676	0.0263	0.0061	-0.034	0.0298	-0.0346	-0.0378	0.0642
HG02878	-0.0252	-0.0077	-0.0296	0.003	-2e-04	-0.0465	0.0249	0.0033	-0.0301	0.0193	0.0251	0.0091	-0.0346	-0.0256	0.0094	-0.0217	0.0328	0.053	-0.0079	-0.012
HG02879	-0.0277	-0.0054	0.07	-0.0712	0.0534	0.0254	-7e-04	0.0037	0.004	0.0034	0.0254	-0.0083	0.0039	-0.0073	-0.0204	-0.0145	-0.003	-7e-04	-0.0062	0.0055
HG02881	-0.0343	-0.0126	-0.0283	-0.0084	-0.0412	0.012	0.0021	-0.0032	0.0016	-0.0092	-0.0366	-0.0041	2e-04	-0.0116	0.0467	-0.0214	0.0318	-0.0427	-0.0148	0.0154
HG02882	-0.0391	-0.0024	0.0184	0.0935	0.0329	-0.014	-0.008	-0.0029	-0.0623	-0.0022	-0.0793	-0.0245	0.0168	-0.0291	0.0599	0.0156	0.0287	0.0744	-0.0186	-0.0131
HG02884	-0.0312	-0.0199	0.0135	-0.0527	0.0334	0.0047	-0.0011	-0.0195	-0.0086	-0.0102	-0.0721	0.015	0.0402	-0.0115	0.0042	3e-04	0.0091	0.0546	0.0092	0.0219
HG02885	-0.0318	0.0027	-0.045	0.0137	0.049	-0.0485	0.021	0.0019	-0.0199	0.0112	-5e-04	0.0284	-0.0267	0.0144	0.0041	-0.0126	-0.003	-0.0226	0.0208	-0.0077
HG02887	-0.0371	0.0016	0.0531	0.0624	-0.0088	0.0287	-0.0434	0.017	-0.015	0.0641	-0.0309	0.0828	0.0088	-0.0655	0.0598	0.0575	0.0012	-0.0691	0.0134	-0.0121
HG02888	-0.0454	-0.0108	0.0243	-0.0352	0.0864	0.0349	0.0613	-0.0348	-0.0034	0.0116	-0.0419	-0.0536	0.026	0.003	0.0376	0.0253	-0.1702	0.0746	0.1953	-0.0813
HG02890	-0.0324	0.0016	-0.0395	0.0202	0.0085	0.0117	0.0706	-0.0159	0.0174	0.0046	0.03	0.0181	0.0069	-0.0046	0.0039	8e-04	-0.0301	0.0321	2e-04	-0.0121
HG02891	-0.0212	-0.0198	-0.0102	-0.0119	-0.0373	-0.0229	0.0168	-0.0074	-0.0281	-0.0239	0.007	-0.0022	-0.0016	-0.0187	0.0156	0.0164	-0.0258	0.0167	-0.0202	-0.0112
HG02895	-0.0418	-0.0093	0.0768	0.0495	0.0075	0.0085	0.02	-0.0127	0.0435	0.0024	-4e-04	0.0206	0.0193	0.0222	0.0171	0.0218	-0.0377	0.0222	0.0237	-0.0223
HG02896	-0.0333	-0.0155	-0.0405	0.0139	-0.0362	0.0175	-0.0052	0.0097	-0.0545	0.1191	0.0541	0.0837	0.2042	0.0841	-0.1399	0.1688	-0.0397	0.0042	-0.0076	-0.0582
HG02922	-0.0333	-0.0194	0.0186	-0.0256	-0.0302	-0.027	0.0119	0.0011	-3e-04	-0.0078	0.0347	0	-0.0021	0.0339	-0.0155	-0.017	0.0234	-0.054	-0.0241	-0.0028
HG02923	-0.0274	-0.0096	-0.033	-0.0064	-0.0394	-9e-04	-0.0031	0.0259	8e-04	0.0179	0.0532	-0.0179	0.015	-0.058	-0.0106	-0.0227	0.0485	-0.0016	0.036	0.0043
HG02938	-0.0327	-0.0192	0.0083	-0.0236	-0.0176	-0.0163	-4e-04	0.0062	-0.0103	0.0064	0.0446	0.0085	-0.0033	0.0322	-0.0048	-0.0325	0.0529	-0.0369	0.0247	-0.0034
HG02941	-0.0394	-0.0062	0.0104	-0.0345	0.057	-0.0236	-0.0098	-0.0182	-0.0314	-0.0315	0.0228	-0.0078	0.0097	-0.0484	0.0012	-0.004	-0.0786	-0.0486	-0.087	-0.0068
HG02943	-0.0277	-0.0021	-0.0084	-8e-04	-0.0194	-0.0127	0.0032	0.0138	-0.0182	-0.0047	0.0163	-0.0155	-6e-04	0.0031	-0.0024	-0.0355	0.0583	0.0216	-0.0085	-0.042
HG02944	-0.0313	-0.0094	0.0272	0.0364	-0.0128	-0.01	0.0172	0.0202	-0.0063	0.0205	0.007	0.0202	-0.0294	-0.0011	-0.0096	-0.0271	0.0104	0.0069	-0.003	0.0047
HG02946	-0.0346	-0.0019	0.0103	-0.031	0.0508	-0.0222	0.0157	-0.0029	-0.0112	0.0026	0.0351	0.0016	-0.0039	-0.0343	-0.0025	-0.0235	-0.0218	0.0082	0.0072	0.0314
HG02947	-0.0409	-0.0042	0.0837	0.0155	0.019	-0.0012	-0.0215	0.021	2e-04	0.0131	0.0019	-0.002	0.0052	-0.0122	-4e-04	-0.0024	0.0028	-0.0046	-0.0093	0.0077
HG02952	-0.0299	0.0052	0.0039	-0.0232	-0.0027	0.0112	-0.0111	0.0049	0.0085	-0.0279	0.0375	-0.0115	-0.0082	0.0159	0.0193	-0.0067	-9e-04	-5e-04	0.0118	-0.0019
HG02953	-0.0434	0.001	0.0267	0.0743	-0.0299	0.019	-0.0087	0.0298	0.0249	0.0049	0.0024	-0.0193	-0.0377	1e-04	0.0232	-0.0308	-0.0043	-0.0473	0.0322	-0.0262
HG02964	-0.033	0.0035	-0.0381	-0.0012	-0.0291	0.0222	-0.0051	0.0337	0.0221	0.0183	0.0229	-0.0083	-0.039	-0.0039	-0.0144	-0.0049	-0.0366	0.0056	-0.0318	-0.0272
HG02965	-0.0305	-0.009	-0.0264	0.0057	-0.0406	0.0056	-0.0071	0.0151	-0.0085	-0.0092	0.0257	0.0095	0.0079	0.007	0.0046	-0.0075	-0.0076	0.0066	0.0294	0.0304
HG02968	-0.0385	0.0015	0.0093	0.003	0.0156	0.0275	0.0926	-0.029	0.0319	0.0086	0.014	0.0255	-0.0177	-0.0226	-0.0594	0.0086	-0.0021	0.0041	-0.0328	-0.0101
HG02970	-0.037	-0.0059	0.0034	-3e-04	0.0032	0.01	0.0627	-0.0254	0.0191	-0.008	-6e-04	-0.0069	-0.0488	0.0118	-0.0618	0.0205	5e-04	-0.0301	-0.018	0.0082
HG02971	-0.0224	-0.0077	-0.0214	-0.0049	-0.0351	0.0145	-0.0111	-0.0109	0.0164	-0.0234	-0.0014	-0.003	0.001	-0.0223	0.0229	1e-04	-0.0071	0.0273	-0.0054	-0.0061
HG02973	-0.0387	-0.0042	-0.025	-0.0211	0.0339	-0.029	-0.0093	-0.0053	-0.0438	0.0234	-0.068	-0.0351	0.0491	-0.0671	-0.0518	-0.026	-0.0259	-0.0089	-0.0144	-0.0075
HG02974	-0.0282	0.0068	-0.0393	0.0013	-0.0306	0.0142	-0.0087	0.0115	-0.0063	-0.0117	0.0176	-0.0346	0.0305	-0.0074	-0.0268	-0.0644	0.0696	0.046	0.0043	-0.0329
HG02976	-0.0344	-0.0035	-0.0208	-0.0249	0.0357	-0.0278	-0.021	0.0297	-0.0288	0.0381	-0.0583	-0.0236	-0.0011	-0.0622	-0.045	-0.0344	0.0228	0.0215	0.0131	0.0135
HG02982	-0.0325	-0.0019	-0.0576	0.0186	0.0623	-0.0421	0.0291	-0.0224	-0.0287	0.0252	-0.0281	0.0551	-0.0079	0.0078	0.0388	-0.0168	-0.0031	-0.0264	0.0111	0.021
HG02983	-0.0373	-0.0084	0.0752	0.0522	0.0061	-0.0047	-0.0093	0.0133	0.0084	0.0029	0.0034	-4e-04	-0.03	0.01	0.0105	-0.0174	-0.0132	-0.017	0.0101	-0.0147
HG03006	0.0065	0.0048	0.0016	-0.0017	-0.0036	-9e-04	-0.004	-0.0135	-0.008	0.0061	0.0016	-0.0078	-0.0064	-0.0037	0.0045	0.0115	0.0033	8e-04	0.0024	-0.0111
HG03007	0.0052	-0.0021	-0.0125	-1e-04	-0.016	0.0023	-0.0237	-0.0311	0.0322	0.0039	0.0057	-0.015	0.0032	-0.0077	0.0088	0.0018	0.003	0.0078	0.0125	-0.0119
HG03009	0.0097	-0.0135	-0.0072	0.0041	0.0139	-0.012	-0.0103	-0.0351	0.0108	0.0096	0.0065	0.0139	3e-04	-0.0073	-0.0058	-0.0299	-0.006	-0.0051	-0.0021	0.0057
HG03012	0.0095	-0.0013	-7e-04	9e-04	-0.0076	-0.0028	-0.0204	-0.0348	0.0237	0.0083	0.0038	0.0042	0.0017	-0.0033	-0.0061	-0.0121	-0.0016	-0.0022	0.0042	0.0038
HG03015	0.0082	0.0236	-0.0011	0.0054	0.0133	0.0142	-0.01	-0.0078	0.0109	-0.0015	0.0058	0.0055	0.002	-0.0021	-0.0082	-0.0123	6e-04	-0.004	-0.0025	0.0048
HG03016	0.0062	-0.007	0.0051	-0.0137	-0.0253	-0.0181	-0.0111	-0.0261	-0.005	0.016	-0.005	-0.0084	4e-04	-0.002	0.018	-0.0117	-0.0179	-0.001	0.0033	-0.0118
HG03018	0.0055	0.0224	-9e-04	0.004	0.0092	0.0093	-0.0179	-0.0207	0.0062	-3e-04	0.0062	0.0034	-0.0021	-0.0031	-3e-04	-0.0069	-0.0021	0.0025	-0.0045	-0.0104
HG03019	0.0099	0.0078	0.0027	-5e-04	-0.004	0.01	-8e-04	-0.0141	-0.0204	0.0141	9e-04	-0.0102	-0.0055	0.0021	0.0083	0.0093	-0.0011	0.0046	0.0034	1e-04
HG03021	0.004	0.0259	-0.0024	4e-04	0.0084	-0.0088	-0.0188	-0.0209	0.0186	0.0267	0.0156	-0.0212	-0.0059	-0.0094	0.0066	-0.0092	-0.0079	-0.0049	-0.0019	-0.0173
HG03022	0.0122	-0.0033	0.0074	-0.0081	-0.0256	-0.0166	0.0086	-0.015	0.0036	0.0415	0.0076	-0.0203	0.0017	-0.0095	0.0125	-0.0084	-0.0078	-0.0036	-0.0047	0.01
HG03024	-0.042	-0.008	0.0262	0.0043	0.0272	0.0457	-0.0167	-0.0061	0.0419	-0.0181	-0.123	-0.0622	0.0548	-0.0567	0.0605	-0.055	0.0246	0.0466	-0.0827	0.0319
HG03027	-0.0326	-0.0011	-0.0601	0.0104	0.076	-0.0618	-6e-04	-0.0389	-0.037	0.0054	-0.0409	0.021	0.0105	0.0482	0.0515	0.0072	-0.0676	0.022	5e-04	-0.0272
HG03028	-0.0262	0.0045	-0.046	-0.0045	0.0121	-0.0262	-0.0298	0.021	-0.0133	0.0204	-0.029	0.0119	-0.0514	-0.0011	0.0024	0.0145	-0.0096	-0.0055	-0.0466	0.0216
HG03033	-0.0284	-0.0127	-0.0266	0.0231	0.0147	0.0034	0.0884	-0.0265	0.0285	0.0419	-0.0341	0.0551	-0.0026	0.0357	0.0209	0.0027	-0.0441	-0.0066	-0.0029	-0.0114
HG03034	-0.0491	-0.0127	0.0777	0.0708	0.0026	0.03	0.0853	-0.0217	0.0337	0.028	-0.03	0.0285	-0.007	-0.0073	0.0271	0.0146	-0.0084	-0.0203	0.0076	0.003
