indv	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
HG03039	-0.0207	-0.0195	-0.0098	-0.0227	-0.0348	-0.021	0.0064	0.0256	-0.0228	0.0095	0.0261	0.0168	0.002	0.001	0.0246	-0.048	0.0065	-0.008	-0.0146	-0.0191
HG03040	-0.0316	-0.0062	-0.004	-0.0176	-0.0105	0.0061	-0.0058	0.0096	0.0195	-0.0206	0.0353	-0.0054	0.008	0.0173	0.0176	-0.0117	0.0035	0.0169	0.0128	0.0061
HG03045	-0.0489	-0.0034	0.088	0.0326	0.0134	0.0315	0.0222	-0.0065	0.0211	0.0231	-0.0583	0.0201	0.0123	0.0134	0.0398	5e-04	0.007	-0.0378	0.0131	-0.0053
HG03046	-0.0431	0.0012	0.0317	0.0724	-0.0297	0.0041	-0.0279	0.0408	0.0048	-0.0079	0.0083	-0.0172	-0.022	3e-04	0.0013	0.0408	-0.0166	-0.0313	0.0071	0.0095
HG03049	-0.0202	-0.0083	-0.0224	-0.0036	-0.0294	0.0094	-0.0135	0.0099	-0.0074	-0.0022	0.0376	-0.0155	-0.0167	-0.0143	-0.0093	-0.0118	0.0165	-0.002	0.0049	0.0099
HG03052	-0.0467	-0.0013	0.034	0.0957	-0.0322	0.0371	-0.0144	-0.0144	0.0267	0.0029	-0.0888	0.0146	0.0229	0.0042	0.0778	0.0147	0.0339	-0.0577	-0.004	0.0085
HG03054	-0.0406	-0.0071	0.0138	-0.0239	0.0485	0.003	0.0324	-0.0084	0.0148	0.0217	-0.0179	0.0107	-0.0132	-0.0059	0.0539	-0.0477	0.0145	-0.0259	-0.0156	-0.0058
HG03055	-0.0324	0.0017	-0.0462	-0.0017	-0.0282	0.0392	-0.0186	-6e-04	0.021	-0.0462	-0.0116	-0.0184	-0.0076	-0.0032	0.0208	0.006	0.0559	-0.0031	0.0096	0.0329
HG03057	-0.031	0.0056	-0.0376	0.0035	0.0347	-0.0262	-0.0108	-0.0012	-0.0133	0.0016	0.0148	0.0384	-0.0336	0.0141	0.0261	-0.024	0.0015	-0.0012	-0.0243	0.0276
HG03058	-0.038	7e-04	0.0535	0.0552	-0.0063	0.0011	-0.0757	0.0363	-0.0031	0.0529	0.023	0.0656	0.0148	-0.0965	0.0118	0.054	0.0057	-0.0119	0.0121	-0.0127
HG03060	-0.0371	-0.0043	-0.0029	-0.0337	0.0602	-0.0324	0.0109	-0.0207	-0.0267	-0.0153	-0.0394	0.0086	0.0106	-3e-04	0.0326	-0.001	0.0111	0.0177	-0.0013	-0.0153
HG03061	-0.0265	-0.0081	-0.034	-0.0139	-0.0442	0.0059	-0.0247	-0.0176	-0.026	-0.066	-0.0176	-0.0031	-1e-04	-0.0213	0.0582	0.036	0.0252	-0.0046	0.0381	-0.0539
HG03064	-0.0327	-0.0112	-0.0219	-0.0141	-0.0258	0.0023	-0.0245	0.0166	0.0241	0.0321	-0.0079	0.021	-0.024	0.0487	0.0092	-0.0277	-0.0445	0.0106	-0.0576	0.0022
HG03066	-0.0318	2e-04	-0.0547	0.0183	0.0084	0.0113	-0.0056	-0.0178	-0.0127	-0.0108	-0.0199	-0.0141	-0.0064	-0.0034	0.026	0.0237	0.0149	0.0501	0.0102	0.0028
HG03069	-0.0301	0.0122	-0.0176	0.0055	0.006	-0.0016	-0.0115	-0.0165	9e-04	-0.0124	0.0364	0.041	0.0169	0.0416	0.0096	0.02	-0.0078	0.0466	-0.0024	-0.0034
HG03072	-0.025	-0.0243	-0.0164	-0.0146	-0.0366	-0.0055	0.0067	0.0144	-0.0095	-0.0028	0.0187	-0.0128	-0.022	0.0014	0.0306	0.0154	-0.0491	-0.0011	0.0033	-0.0014
HG03073	-0.0502	-0.0092	0.0923	0.0328	0.0206	-0.0029	-0.0339	-0.0103	-0.0351	-0.0245	-0.0288	-0.0243	0.0319	0.0093	0.0222	0.0021	0.0253	-0.0089	-0.0077	-0.0109
HG03074	-0.0225	-0.0064	-0.0104	0.0031	-0.0203	-0.0084	-0.0075	-0.0184	-0.0101	-0.0123	0.0172	0.0119	0.0026	-0.0032	-0.0073	0.0038	0.0068	0.0089	-0.0181	-0.0016
HG03077	-0.0411	-0.0031	-0.0114	-0.0301	0.0079	0.0217	-0.0264	-0.0073	0.0215	-0.0169	-0.0095	-0.0145	0.0412	0.0188	0.0058	0.0092	-0.0244	0.0438	0.0314	0.0573
HG03079	-0.0327	0.0026	-0.0571	-1e-04	-0.0344	0.0201	-0.0416	0.0203	0.0283	-0.0319	0.0305	-0.0514	-0.0055	-0.0143	0.03	-0.0441	-0.0519	-0.0104	-0.0233	0.0157
HG03081	-0.0438	-0.0023	-0.077	0.0318	-0.0076	0.0017	0.042	-0.0191	0.0073	0.0012	0.0068	-0.066	0.0738	-0.0576	-0.0329	-0.0021	-0.0488	0.04	-0.0233	0.0262
HG03082	-0.0443	-0.003	0.0387	0.0792	-0.0185	0.0211	-0.0322	-3e-04	0.0215	-0.0099	-0.006	-0.0026	0.0216	-0.0301	0.0418	-0.0332	-0.0278	0.0043	0.0146	0.0129
HG03084	-0.036	0.0036	-0.025	0.0234	-0.0156	0.0384	0.0496	-0.023	0.0476	-0.0081	0.0273	2e-04	-0.0269	-0.0336	-0.0225	0.0158	-0.0238	0.0317	-0.009	0.0044
HG03085	-0.049	-0.0056	0.047	-0.0671	0.0421	0.0104	-0.0018	-0.0067	-0.0012	-0.0135	-8e-04	-0.0475	-0.0458	0.0441	0.0147	0.0171	0.0209	-0.0557	-0.0267	-0.0273
HG03086	-0.0342	-0.0068	0.0059	-0.0231	-0.0097	0.0179	0.0013	-0.0064	0.0095	-0.035	-0.0138	-0.0194	-0.0169	0.004	0.0417	0.0082	0.018	0.0022	-0.0122	5e-04
HG03088	-0.0267	-0.0123	-0.0318	-0.0014	0.0124	-0.0305	0.0263	-0.0095	-0.0171	0.0087	-0.0341	0.0462	-0.0074	0.0088	0.0328	-0.0265	0.0093	-0.0271	-0.017	0.0034
HG03091	-0.0384	0.0038	-0.0458	0.0076	-0.0368	0.0446	0.0288	-0.0193	0.0521	-0.0289	0.0235	-0.0072	9e-04	-0.008	0.0302	0.0309	-0.0477	0.0618	0.0344	-0.0373
HG03095	-0.0402	5e-04	-0.0107	-0.0139	-0.0051	0.0176	-0.0426	-0.0143	0.0312	-0.0426	0.0374	0.0155	-0.009	0.0705	0.0191	0.0148	-0.008	0.018	-0.0119	0.0541
HG03098	-0.0389	-0.0091	0.0575	-0.0546	0.0284	0.0056	0.0024	6e-04	-0.0171	-0.0033	0.0236	-0.03	0.0052	-0.0344	0.0231	-0.0026	-0.0031	-0.0279	-0.0023	-0.0161
HG03099	-0.031	0.0013	-0.0473	0.0155	0.0016	-0.0162	-0.0051	-0.0176	-0.0054	-0.0134	0.0213	0.0065	-0.0041	-0.0094	-0.0026	0.0084	0.0056	3e-04	0.0109	0.0279
HG03100	-0.0231	-0.0115	-0.0255	0.0025	0.0084	-0.0386	0.0088	0.0113	-0.0278	0.0188	0.0126	0.0064	-0.0259	0.0102	-0.0101	-0.0226	-0.0124	-0.014	-0.0076	1e-04
HG03103	-0.045	-0.0093	0.0064	-0.0089	0.0481	-0.002	0.077	-0.0331	0.0062	0.0058	-0.0182	-0.0346	0.0183	-0.0341	-0.0843	0.0197	-0.0387	-0.0141	-0.0297	0.0144
HG03105	-0.0264	-0.009	-0.028	-4e-04	-0.038	2e-04	-0.0044	0.0139	0.0108	-0.0083	0.0185	-0.0307	0.0474	-0.0108	-0.0132	-0.0438	-0.0255	-0.0027	-0.0144	0.0033
HG03108	-0.0501	-0.0157	0.0601	0.0772	-0.0164	-0.002	-0.0149	-0.0162	-0.0208	4e-04	0.0067	-0.0407	0.1169	0.0547	-0.0523	0.0396	-0.0359	-0.009	-0.0297	0.0336
HG03109	-0.032	0.0046	-0.0502	-0.0023	-0.0279	0.029	-0.0367	0.0395	0.0394	0.0356	-0.0398	0.0087	-0.0643	0.0378	-0.0295	0.0152	-0.0097	0.0333	-0.0163	-0.0122
HG03111	-0.0497	-0.0114	0.0802	0.0269	0.0148	-0.0039	-0.0608	-0.0036	-0.0468	-0.0532	-0.0186	-0.0614	0.0298	-0.0197	0.0094	-7e-04	-0.001	-0.098	-0.0828	0.0182
HG03114	-0.029	-0.0106	-0.0234	-3e-04	0.0092	-0.0397	0.0137	-0.008	-0.0107	0.0012	-0.0064	0.0239	-0.0054	0.0028	6e-04	-0.0147	0.0203	0.0024	-0.0068	0.0076
HG03115	-0.0315	-0.0058	-0.018	-0.0176	0.0519	-0.03	-3e-04	-0.0222	-0.0205	-0.0146	-0.0316	0.0129	0.0199	-0.0056	0.0286	-0.0103	0.0211	-0.0206	-0.0022	0.0044
HG03117	-0.0381	-4e-04	-0.0549	0.0142	0.0406	-0.0523	-0.0057	-0.012	-0.0461	-5e-04	0.0308	0.0215	-0.0132	-0.0306	0.0118	-0.0073	-2e-04	0.0094	0.0237	0.0143
HG03118	-0.0358	-0.0031	-0.0179	-0.0371	0.0013	0.0244	-0.04	0.0286	0.0087	0.015	-0.0562	-0.0236	0.0152	-0.0403	-0.0147	-0.0249	-0.0054	0.0575	0.019	0.0258
HG03120	-0.033	-0.001	-0.0231	-0.04	-0.0031	0.0248	-0.0326	0.0331	-0.0145	0.019	-0.0373	-0.0402	2e-04	-0.0775	-0.032	-0.0233	-0.024	0.0193	0.0426	0.0081
HG03121	-0.039	0.0047	0.0233	-0.0098	0.0133	0.037	0.0486	-0.0089	0.0364	0.01	0.002	0.0086	-0.0217	0.0283	0.0362	-0.02	0.0348	-0.0653	0.0095	-0.0027
HG03123	-0.0429	-0.0128	0.0219	0.0549	-0.0254	-0.0059	0.0777	0.0058	0.0195	0.0268	0.0153	0.012	-0.0673	0.0182	-0.0481	0.0079	-0.0288	-0.0229	0.0088	-0.0194
HG03124	-0.0323	-0.0062	0.045	0.0523	-0.0321	-0.0288	0.005	0.0207	-0.0169	0.0094	-3e-04	-0.0063	-0.0131	-0.0248	-0.0016	-0.0087	0.0196	-0.0016	-0.0036	-0.0116
HG03126	-0.0468	-0.0095	0.0484	0.011	0.0241	0.0021	-0.0049	-0.0014	-0.0361	0.0215	8e-04	-0.0301	0.06	0.0163	-0.051	-0.0203	0.0075	-0.0123	2e-04	0.0169
HG03127	-0.0246	-0.0176	7e-04	0.0034	-0.0432	-0.0057	0.0798	-0.0048	0.0052	-0.0026	-0.0031	-0.0147	-0.0018	-0.023	-0.0512	-0.0018	0.0319	0.0526	-0.0211	-0.0313
HG03129	-0.0304	0.0018	-0.0444	0.002	-0.032	0.0347	-0.0233	0.013	0.0271	-0.0246	0.0321	-0.0285	0.0018	-0.0067	0.0304	-0.0306	-0.0145	-0.0054	-0.0039	0.0171
HG03130	-0.0346	-0.0144	0.0248	0.0349	-0.0263	-0.0175	-0.0083	0.0149	-0.0271	0.0052	0.0287	-0.0061	-0.022	-0.0156	-0.0027	-0.0075	0.0524	-0.0191	-0.0248	0.0275
HG03132	-0.0499	-0.0091	0.0152	-0.0283	-9e-04	0.0529	0.0118	-0.0173	0.0494	0.0061	-0.0173	0.0055	0.0254	0.0457	0.0499	-0.0043	0.0044	-0.0387	3e-04	-0.029
HG03133	-0.0325	0.0025	-0.0453	0.008	0.0011	-0.0206	-6e-04	0.0148	-0.0165	9e-04	0.0351	-0.0526	-0.0204	0.0016	-0.0192	-0.0433	0.0572	0.0288	0.0081	-0.0471
HG03135	-0.0357	8e-04	0.0341	-0.0453	0.0294	-0.0014	-0.0177	0.0061	-0.0112	-0.009	0.0371	-0.0099	-0.0084	-0.0349	0.0173	-0.0545	-0.0238	0.025	-0.044	-0.0245
HG03136	-0.0295	-0.0138	0.0257	-0.0426	-0.0029	-0.0059	0.0127	-0.0035	-0.0241	-0.0059	0.0079	-0.0085	0.0165	0.0128	-0.0531	-2e-04	0.0676	0.0211	0.0016	0.0086
HG03139	-0.0301	-0.0149	-0.0308	-0.0152	-0.0399	0.0145	-0.0141	0.0054	-0.0757	-0.0622	-0.0252	-0.0823	0.0302	-0.0432	0.0057	-0.0181	-0.014	-0.1549	-0.1117	-0.053
HG03157	-0.0388	-0.0039	0.0204	-0.0478	0.0084	0.0136	-0.0057	0.009	6e-04	-0.0369	0.0144	-0.045	0.0185	-0.0145	-0.0179	-0.0041	0.0911	-0.0146	0.0266	-0.0102
HG03159	-0.0277	-0.0112	-0.0277	0.0012	-0.0382	0.0184	0.0137	-0.0261	-0.0154	-0.0319	-0.0157	-0.0273	0.0123	-0.0244	0.0497	0.0029	0.0074	-0.0087	-0.0472	-0.0176
HG03160	-0.0319	-0.0105	0.0186	0.0337	-0.0166	-0.03	-0.0283	0.0189	-0.0036	0.0015	0.0245	-0.0133	-0.0269	0.0172	0.0054	-0.0232	-0.009	0.0062	-0.0263	0.0156
HG03162	-0.0338	0.0023	-0.049	0.0234	0.0457	-0.0651	0.0345	-0.0046	-0.0348	0.0113	-0.001	0.001	-0.0304	-0.0127	-0.0129	0.0036	-0.0333	-0.0016	-0.0026	0.0227
HG03163	-0.038	0.002	0.0269	0.0517	-0.0031	-0.0174	-0.0861	0.0272	0.0058	0.0137	-0.0313	0.0062	-0.0549	0.0215	0.0132	0	0.0039	0.026	-0.0595	0.0842
HG03166	-0.0455	-0.0095	0.0451	-0.0778	0.0332	0.0131	-0.0068	0.0176	0.0129	0.0277	-0.0353	-0.0028	0.0127	-0.0536	-0.0451	-0.0177	0.0397	0.0624	0.0021	-0.0024
HG03168	-0.0281	0.0071	-0.0322	-9e-04	-0.0031	0.004	-0.0228	0.0353	0.0065	0.0027	0.0231	-0.0181	-0.0196	0.0083	-0.0079	-0.0109	-0.0061	-0.0223	0.023	-0.0094
HG03169	-0.0373	9e-04	-0.0456	0.0027	-0.0383	0.0184	-0.0256	0.0017	0.0306	-0.0525	0.0166	-0.0202	-0.0099	-0.0138	0.0284	0.0498	0.0091	0.0325	0.0219	-0.0322
HG03172	-0.0396	-0.0055	0.0111	-0.0471	0.004	0.0189	-0.0315	-0.0063	0.0059	-0.029	0.0376	0.005	-0.004	-0.0128	0.0066	-0.0021	0.02	-0.0148	-0.0058	0.0074
HG03175	-0.0423	-0.0166	0.0468	0.09	-0.0352	0.0177	0.0463	-0.0201	0.0228	0.0119	-0.0281	0.035	0.0055	-0.0115	-0.0214	0.0128	0.0079	-0.0263	0.0051	0.024
HG03189	-0.0346	-0.0164	0.0309	-0.0507	-0.0047	-0.0245	0.0021	0.0045	-0.0058	0.0037	0.035	-0.02	-0.0161	0.001	-0.026	-0.0361	0.037	-0.0316	0.0193	-0.0057
HG03190	-0.028	0.01	-0.027	0.0089	0.0112	-0.0254	0.0195	-0.0041	-0.0251	4e-04	0.0141	0.0011	-0.0138	-0.0198	0.0107	0.0141	0.01	-0.0148	0.0137	0.0233
HG03193	-0.0492	-0.004	0.0091	0.0883	-0.0335	0.0228	-7e-04	0.0219	-0.038	0.048	0.0354	-0.0657	0.1569	-0.0218	-0.0793	-0.0093	0.0336	0.0328	0.0492	-0.0641
HG03195	-0.0256	-0.0229	-0.0122	-0.0171	-0.0399	-0.0287	-0.0111	-0.0038	-0.0155	-0.0192	0.0215	0.0242	-0.0247	-0.0044	-0.0031	0.0049	-0.0069	-0.0193	-0.0316	0.0311
HG03196	-0.0438	-0.0147	0.0558	-0.053	0.0223	0.0213	0.0494	-0.0084	0.0061	-0.005	-0.0077	-0.0308	-0.0163	-0.0139	-0.0107	-6e-04	0.0432	-0.0743	-0.0011	0.0309
HG03198	-0.0292	-0.0065	-0.014	-0.0089	-0.0219	-0.0275	-0.0152	0.0122	-0.0086	-0.0089	0.0343	0.0118	-0.0366	-0.0034	0.0138	-0.0091	-0.0066	-0.0154	-0.0362	-0.0022
HG03199	-0.0403	-0.0064	0.0156	-0.0364	0.0476	-0.0137	-0.0049	-0.002	-0.0188	0.004	0.0178	0.0162	0.0073	-0.0049	-0.0079	0.0051	0.0021	0.0229	0.0075	0.0035
HG03202	-0.0349	-0.0191	-0.0075	-0.0319	0.0181	-0.0062	0.0144	0.0158	-0.0053	0.0487	-0.0107	0.0367	0.0283	0.0423	0.0458	-0.0198	-0.017	-0.0495	0.0209	-0.0176
HG03209	-0.0296	0.0025	-0.045	0.0261	0.0583	-0.0675	0.0321	-0.0217	-0.0414	-0.003	0.0095	1e-04	-0.0323	0.0027	0.0121	-0.0047	0.0694	0.0685	0.0205	-0.0749
HG03212	-0.0334	-0.0048	-0.0387	-0.0068	-0.0436	0.0055	-0.0246	0.0551	0.0038	0.0743	-0.0491	-0.0461	-0.0774	0.0571	-0.0491	-0.0102	0.0553	0.0563	-0.0485	-0.0517
HG03225	-0.0471	-0.0062	0.0408	-0.0593	0.0541	0.0104	-0.0153	0.0096	0.0086	0.0125	0.0331	-0.0382	-0.0206	0.1135	0.0175	-0.0082	0.0899	0.0503	-0.0109	-0.1013
HG03228	0.0051	0.0133	0.0032	-0.0064	-0.0149	-0.0209	-0.0066	-0.0293	-0.002	0.0086	-0.0068	-0.0154	-0.0026	-0.0035	0.0061	0.0187	0.0064	-0.0017	0.0024	-0.0152
HG03234	0.0085	0.0052	0.0094	-0.0088	-0.0125	-0.0144	0.0015	-0.0237	-0.0109	0.0042	-0.0103	6e-04	-0.008	0.004	0.0072	0.0237	-0.0037	-0.0053	0.0139	-0.0129
HG03235	0.0092	-0.0058	-0.0059	2e-04	0.0077	-0.0236	0.0038	-0.0133	0.0015	0.0109	0.0018	0.0075	-3e-04	-9e-04	-0.001	-0.0156	-0.0049	-0.0024	0.0028	0.0054
HG03237	0.0075	0.0104	0.0027	-0.0024	-0.0079	-0.0045	0.0055	2e-04	-7e-04	0.0162	0.0098	-0.0068	-0.0062	-0.004	0.0103	0.0022	0.0014	0.0066	-0.0041	0.0036
HG03238	0.0119	0.007	0.0023	0.0032	-2e-04	0.0267	0.0059	-0.0131	-0.0327	0.0087	-0.0033	-0.0142	-0.0035	0.0035	0.0046	0.0163	0.0099	8e-04	0.001	0.0206
HG03240	-0.036	-0.0077	-0.0043	-0.0091	0.0301	-0.028	0.0178	-0.0019	-0.0157	0.0032	0.0119	0.0205	-0.0094	0.0282	0.0189	-0.0195	0.0284	-0.001	0.0249	0.0192
HG03241	-0.0401	0.0011	0.0161	0.082	0.0176	-0.049	-0.0226	0.0092	-0.0351	0.0043	-0.0114	0.0033	0.0072	0.0106	0.0345	-0.0288	0.0085	0.0087	0.0325	-0.0135
HG03246	-0.0365	0.0049	-0.053	0.0153	-0.007	0.0222	0.0396	-0.0256	0.0217	-0.0116	-0.0261	-0.0276	0.0737	-0.0229	-0.0025	-0.0327	-0.0236	-0.0031	-0.0536	0.0225
HG03247	-0.0376	-0.0011	0.0128	-0.0433	0.0171	0.0208	-4e-04	0.0014	0.0135	-0.0109	0.0146	-0.0029	0.0359	0.0366	0.035	0.0016	-0.022	0.0144	0.0148	-0.0117
HG03250	-0.0346	-0.0117	0.0572	0.0662	-0.0157	0.0195	0.0159	0.0018	0.0343	0.0462	-0.0417	0.0423	0.0145	0.041	0.0732	-0.02	-0.0061	-0.0078	0.0121	-0.0366
HG03258	-0.0314	0.0036	-0.0493	0.0149	0.0551	-0.0541	0.009	-0.0066	-0.0223	0.0383	0.0049	0.0514	0.042	0.0976	0.0584	0.0145	-0.0389	0.033	0.022	0.0131
HG03259	-0.0283	0.012	-0.0228	-0.0022	0.022	0.0048	-0.005	-0.0125	-0.0049	-0.019	-0.0512	0.0075	0.0217	0.0021	0.0191	0.0122	0.0147	0.039	0.0122	0.0291
HG03265	-0.0378	0.0013	-0.045	-0.0103	-0.0283	0.0307	-0.0532	0.017	0.0177	0.0363	-0.0736	-0.001	-0.0302	0.0873	-0.0102	0.0065	-0.0262	-0.0378	-0.0469	-0.0593
HG03267	-0.0506	-0.0086	0.0633	-0.0122	0.0268	0.009	-0.0217	0.0047	-0.0144	0.0103	0.0199	0.0535	6e-04	0.0472	-0.0107	0.0111	0.0084	-0.003	0.0248	0.0051
HG03268	-0.0343	0.0012	-0.05	0.0113	0.0061	-0.0178	-0.0194	-0.0113	-0.0029	-0.0314	0.0158	0.0094	-0.0018	0.0258	0.0133	0.0046	0.0272	0.0171	0.0026	0.0332
HG03270	-0.0425	-0.0039	0.0552	0.0031	0.0279	-0.0032	-0.0126	-0.016	-0.0086	-0.0099	0.009	0.0018	0.0175	-0.0166	-0.0166	-0.0087	-0.0228	-0.01	0.0176	0.0186
HG03271	-0.0365	-0.0024	-0.0474	0.0136	0.0015	-0.0143	-0.0188	-0.0152	0.0049	-0.0322	0.0161	0.0123	0.0062	0.0163	0.0119	0.0178	-0.0056	0.0256	-0.0118	0.0282
HG03279	-0.0328	-0.0161	0.0512	-0.0344	0.0106	-0.006	0.0086	-0.015	0.0035	-0.0316	0.018	0.0046	-0.0096	0.0236	-0.0013	-0.0222	0.0386	2e-04	0.0018	0.024
HG03280	-0.0392	-0.0084	-0.0238	-0.0368	-0.0013	0.016	-0.0552	0.0078	0.0032	0.0161	-0.0512	-0.0049	0.017	0.0126	-0.0396	0.025	-0.0587	0.0087	-0.0207	-0.0156
HG03291	-0.0345	0.0045	0.0393	0.0659	-0.0087	-0.023	-0.038	0.0018	-0.0063	-0.0095	0.0089	-0.0023	-0.009	-0.0016	-0.0102	-0.024	0.0241	-0.0032	-0.0063	0.0021
HG03294	-0.0378	-0.0116	0.034	0.0415	-0.0179	-0.0295	-0.0051	2e-04	-0.0181	-0.0179	0.0048	0.0076	0.0031	0.0038	-0.0154	-0.0027	0.0227	-0.0187	0.0086	0.0409
HG03295	-0.0331	-0.0094	0.025	-0.0477	0.0149	-0.0059	-0.0344	0.0245	-0.007	0.0386	-0.0404	-0.0123	0.0052	-0.0128	-0.0457	-0.0209	0.0017	0.0196	-3e-04	0.0377
HG03297	-0.0322	-0.0178	0.0221	-0.0242	-0.0205	-0.0327	-0.0039	-0.0108	-0.0211	-0.0268	0.0133	-0.0174	-0.0095	0.0411	8e-04	0.0162	-0.0262	-0.0454	-0.0349	-0.0059
HG03298	-0.033	-0.0153	-0.0378	-0.0079	-0.0543	0.0176	-0.0133	0.0068	-0.0361	-0.0619	-0.0108	-0.0628	-0.0195	0.0359	-0.0314	0.015	0.0179	-0.1481	-0.0736	-0.0498
HG03302	-0.035	-0.0134	0.0289	0.0398	-0.0148	-0.0025	0.0159	-0.0099	0.0154	0.0112	-0.0265	0.0191	-0.0292	-0.0042	0.0406	-0.0198	0.0125	-0.0342	0.0052	-8e-04
HG03303	-0.0326	9e-04	-0.052	-0.0035	-0.0299	0.0275	-0.0268	0.004	0.0114	-0.0342	0.024	1e-04	0.0127	-0.0124	-1e-04	0.0038	0.0501	-0.0253	0.0307	0.0482
HG03304	-0.0457	-0.0148	-0.0291	0.0018	-0.0329	0.0474	0.0477	-0.0016	0.0537	0.0864	-0.0922	0.0302	-0.0833	0.0935	-0.0554	0.0269	-0.0339	-0.0054	-0.0274	-0.0481
HG03306	-0.0284	-0.0185	0.0223	-0.0281	-0.0134	-0.0188	5e-04	0.0122	0.0021	0.0107	0.0242	0.0024	-0.0266	0.056	-0.0239	-0.0163	0.0325	-0.0344	0.003	-0.0119
HG03307	-0.0327	-0.0151	0.0251	-0.049	0.0051	0.0042	-0.0204	-0.0108	0.0058	-0.0261	-0.0018	0.0244	-0.0023	-0.0041	0.0075	0.0165	0.0135	0.0211	0.0043	0.028
HG03309	-0.0208	-0.0194	-0.0061	-0.0201	-0.0407	-0.0316	-0.0012	0.0019	-0.019	-0.0011	-0.005	-0.0094	-0.0053	-0.0156	-0.0218	-0.0274	0.0074	-0.0152	0.0017	0.0115
HG03311	-0.0242	-0.0214	0.0025	-0.0157	-0.0321	-0.0121	0.0072	-0.0155	-0.0147	-0.0255	-0.0061	-0.0029	-0.0119	-0.01	0.0325	0.0137	-0.0264	-0.0079	-0.0144	-0.0057
HG03312	-0.0402	-0.0041	-0.0228	-0.0255	-0.0067	0.0176	-0.0705	0.0428	-0.0312	0.0096	0.0536	0.0133	0.0148	-0.1191	0.0389	0.0543	-0.08	-0.1191	-0.0702	-0.063
HG03313	-0.037	-0.0057	0.0579	0.0232	0.0035	-0.0109	0.0124	-0.0057	0.0142	-0.0052	0.0172	0.0081	-0.0286	0.0108	8e-04	-0.0241	0.0225	0.0165	-0.0082	0.0235
HG03342	-0.0305	-0.0081	-0.0245	-0.0108	-0.0405	0.0109	-0.0061	0.0144	0.0192	-0.0069	0.0176	-0.0221	0.0105	-0.024	0.0347	-0.0453	-0.0024	0.0242	-0.0261	-0.0025
HG03343	-0.0268	-0.01	-0.0305	-0.0149	-0.0234	-0.0132	-0.0259	-0.0038	-0.0211	-0.019	-0.0475	-0.0029	-0.033	0.002	-0.0209	0.0039	1e-04	-0.0324	-0.0404	0.0174
HG03350	-0.0449	-0.0126	0.0144	-0.0579	0.0159	-0.0244	-0.0477	0.0331	0.0049	0.0134	-0.0188	-0.0324	-0.0627	-0.0064	-0.0838	0.0212	-0.0134	-0.0239	-0.0115	0.0139
HG03354	-0.0519	-0.011	0.0629	0.0424	-0.0104	-0.0218	-0.0341	0.0022	0.0031	-0.0089	0.0112	-0.0303	-0.0263	0.0162	0.0076	-9e-04	-0.0294	-0.0106	-0.0334	0.0211
HG03363	-0.0257	-0.0283	-0.0209	-0.0114	-0.0699	-0.0105	0.0174	0.0114	-0.0961	-0.0382	-7e-04	-0.0766	0.0589	0.0206	-0.0125	-0.0545	0.0124	-0.1549	-0.1326	-0.0529
HG03366	-0.0203	-0.0078	-0.0297	-0.0031	-0.0264	0.0064	-0.0232	-0.0015	0.0102	-0.0263	0.015	-0.0041	-0.0093	-0.0195	0.0024	-0.0187	0.0052	0.0133	0.0213	0.0447
HG03367	-0.0319	0.0035	-0.036	-0.0014	-0.0293	0.0202	-0.0234	0.0199	0.0283	-0.0187	0.0356	0.0067	-0.0091	-0.017	0.0281	-0.0066	0.0071	0.021	0.0105	0.0113
HG03369	-0.0422	-0.0034	-0.0538	0.0072	0.0142	-0.0129	-0.0319	-0.0059	-0.029	-0.0232	0.0299	-0.0186	0.066	-0.0363	0.0034	-0.0082	-0.0778	-0.0198	0.0118	0.0083
HG03370	-0.0295	-0.0109	-0.0223	-0.0113	-0.0338	0.0172	-0.0121	-0.0096	0.0026	-0.027	-0.0051	0.003	0.0072	-0.0216	0.0108	-0.0057	0.0078	-0.0103	0.0045	-0.0023
HG03372	-0.0448	-0.0085	0.007	-0.0118	0.0489	0.0113	0.0817	-0.0217	0.028	0.039	-0.0017	0.0189	-0.0243	-0.004	0.0018	-0.0125	-0.0129	-0.0392	0.0174	-0.0181
HG03373	-0.0234	-0.0224	-0.0082	-0.0185	-0.0433	-0.0291	0.0121	-0.0011	-0.0394	-0.0129	0.0117	-0.022	0.0124	-0.0052	0.0062	-0.0381	0.0345	0.0288	-0.0308	-0.054
HG03376	-0.0446	-0.0134	-0.0133	-0.0261	-0.0012	0.0108	-0.0346	0.0065	-0.0018	-0.0486	-0.0184	-0.1164	0.0026	-0.0047	-0.0439	0.0044	-0.1411	-0.0767	-0.1933	-0.0017
HG03380	-0.0381	0.0028	0.0201	0.0518	-0.0036	0.0013	-0.0685	0.0331	0.0115	0.0216	-0.0817	-0.028	-0.06	0.0269	-0.0221	0.0247	-0.0204	0.0073	-0.034	-0.0015
HG03382	-0.0398	0.0029	-0.056	-0.0057	-0.0262	0.0338	-0.0579	0.0669	0.0319	0.0478	-0.0362	-0.043	-0.0856	0.0635	-0.0052	-0.0235	-0.0422	0.0263	-0.0223	-0.0587
