indv	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
HGDP00078	-0.0066	-0.0132	-0.017	-7e-04	-0.0033	1e-04	-0.0024	-0.0027	0.0104	-0.0137	0.0023	0.0017	0.008	0.0045	0.0095	-0.004	-0.0061	-0.013	0.0021	0.0041
HGDP00080	-0.0061	-0.019	-0.0133	0.006	0.0013	0.0072	0.0048	-0.007	-0.0086	-0.0011	0.0059	0.0029	0.0017	0.0038	-0.0086	-0.0067	0.0124	0.0052	0.0019	-0.003
HGDP00082	-0.0075	-0.0076	-0.0147	0.003	-1e-04	-0.0015	-0.0029	0.0033	-0.0016	-0.0092	-0.0021	0.0035	-0.001	-0.0035	-0.0011	0.0023	-0.0026	-0.0036	-0.0016	2e-04
HGDP00086	-0.0073	-0.0112	-0.0063	-7e-04	-1e-04	5e-04	-0.0014	0.003	0.0085	-0.0136	0.0038	0.0057	0.002	0.0047	-0.0012	-0.0035	-0.0046	-0.0075	0.0012	0.0017
HGDP00088	-0.0047	-0.0134	-0.021	0.0052	0.0018	2e-04	8e-04	0.0087	-0.0058	0.0029	0.0043	0.0091	-0.0112	-0.0114	0.006	-4e-04	-0.0022	-0.0025	-0.0053	0.0019
HGDP00092	-0.0101	-0.0115	-0.0164	0.0037	0.0045	0.0022	0.0029	0.0036	-0.0063	0.0088	-0.0051	-0.0029	-0.0035	-0.0037	0.0028	-0.0026	0.0021	0.007	-0.0052	-0.002
HGDP00094	-0.0105	-0.0128	-0.0093	-0.0019	0.001	-0.0067	8e-04	0.0084	-0.0037	0.0084	-0.0076	-0.0044	0.0012	-7e-04	0.0022	0.0016	8e-04	0.0063	-4e-04	-0.0039
HGDP00096	-0.009	-0.0058	-0.0205	-0.0045	-0.0027	-0.0029	-0.0018	-0.0012	0.0026	-0.0059	-0.0046	-0.0034	0.0066	0.0031	0.0043	0.0023	-7e-04	-0.0026	-4e-04	-9e-04
HGDP00098	-0.009	-0.0087	-0.0306	0.0096	-0.0026	6e-04	-0.002	0.0046	-0.0029	-0.0025	-0.0013	0.0063	0.0053	-0.0024	-0.0043	0.0031	-0.0052	-5e-04	0.0014	0.0035
HGDP00099	-0.0088	0.0126	0.0056	-0.0068	0.0011	-0.0028	0.0051	0.0015	0.0011	0.0033	-0.0038	-0.0035	-6e-04	0.0047	0.0025	0.0014	1e-04	0.0019	-2e-04	-0.002
HGDP00100	-0.0102	-0.0059	-0.0037	0.0068	-0.0029	-0.0071	0.0011	0.0104	-0.0015	-0.0014	-0.0138	9e-04	0.0069	-0.0086	-0.0016	0.0051	-0.0063	-0.0018	0.0016	5e-04
HGDP00103	-0.0108	0.0237	0.0028	0.0071	-9e-04	0.0034	-0.001	0.0028	-0.0037	7e-04	-0.0059	0	2e-04	-0.003	-0.0015	-0.0016	0.0037	-0.0035	-0.0016	-0.0011
HGDP00105	-0.0104	0.0077	-3e-04	8e-04	0.0039	-0.0022	0.0017	0.009	-0.0044	0.0064	-0.0055	-0.0055	-0.0078	0.0014	0.0026	-0.0023	0.001	0.0136	-0.0081	-0.0045
HGDP00106	-0.009	0.0081	0.0075	0.0039	-0.0013	-0.002	-0.003	0.002	0.002	0.0011	-0.0046	-0.0052	0.0057	-0.0034	0.0021	-0.0026	0.0029	-0.0013	-0.0039	-0.0035
HGDP00109	-0.0096	0.0062	0.0068	0.0114	-0.0012	0.0036	0.0012	-0.0035	-0.003	0.0049	-2e-04	-0.0033	-0.001	-0.0039	6e-04	-1e-04	0.0036	0.0016	-0.003	-0.0014
HGDP00110	-0.0102	0.0013	0.0058	0.0146	-0.0025	-0.0034	-0.0016	-0.0014	0.003	-0.0043	-0.0035	-0.0052	0.0048	6e-04	0.0023	3e-04	0.0014	-0.0044	0.0024	0.0019
HGDP00115	-0.0096	0.0055	0.0116	-1e-04	0.0012	0.0033	-0.0032	-0.008	0.0147	-0.0084	0.0112	-0.0024	-6e-04	0.0072	-5e-04	5e-04	0.0018	-0.0066	-0.003	-0.0018
HGDP00118	-0.01	4e-04	0.0049	0.0079	2e-04	0.0062	-0.002	-0.0125	0.0046	5e-04	0.0084	-0.0027	0.0038	0.002	0.0038	-0.0043	0.0045	-0.0018	0.0035	0.002
HGDP00119	-0.0061	0.0087	-0.0204	0.0014	-0.0056	-0.0074	-0.0085	0.0174	0.0109	-0.0156	-0.0321	-0.008	0.0126	0.0145	0.0154	0.0069	-0.0043	1e-04	-0.0089	-0.0138
HGDP00120	-0.0073	0.0024	-0.0023	0.0161	-0.001	0.0021	-0.0038	0.0024	-7e-04	-2e-04	-0.0032	-0.0029	0	-0.0036	0.003	-0.0029	-0.0014	-5e-04	-0.0041	4e-04
HGDP00121	-0.0083	0.0012	-0.0059	0.0064	-0.0026	0.0013	0.0012	-0.0075	-7e-04	0.001	0.0099	0.0067	-8e-04	-0.0067	-0.0083	-0.0015	4e-04	-0.0021	0.0015	0.0058
HGDP00127	-0.0075	0.0066	0.0095	0.0092	0.0048	0.006	-0.0025	-0.0122	-0.0013	0.0011	0.0129	0.003	-0.0022	-0.0014	-0.0041	-9e-04	0.0033	0.0015	0.004	0.0047
HGDP00129	-0.0072	-0.0063	-0.0052	0.0114	0.0032	0.0018	0.0011	-0.0022	0.0027	-0.0112	-2e-04	0.0056	-0.0031	0.0012	-0.0048	-0.0031	-0.0013	-0.0093	0.0044	-0.0018
HGDP00130	0.0072	-0.0059	-0.0192	-0.0063	-0.0132	2e-04	0.0028	-0.008	-0.0157	-0.0095	0.019	0.0092	-6e-04	-0.0086	-0.0096	-0.0084	-0.0096	0.0025	0.0066	0.0132
HGDP00131	-0.0092	-0.0198	-0.0101	0.0017	0.002	-0.0046	-0.0038	0.0032	0.0081	-0.0029	0.0031	-0.0132	0.0062	0.008	0.0104	-0.0022	0.0015	0.0053	-0.0083	-0.0044
HGDP00133	-0.0073	-0.012	-0.0175	0.0133	0.0028	0.0075	-0.0032	0.0045	0.0016	-6e-04	-0.003	-0.0019	-0.0015	3e-04	0.0053	-0.0031	-1e-04	0.0021	-0.0034	-0.0031
HGDP00134	-0.0056	-0.0119	-0.0173	-0.0039	-0.0026	0.0023	2e-04	0.012	0.0058	-0.0082	0.008	-0.0064	-8e-04	0.0076	0.0079	-0.0026	0.0015	-5e-04	-0.007	-0.0059
HGDP00135	-0.008	-0.0158	-0.0088	0.001	-0.0015	8e-04	-0.001	-0.0036	-0.004	-0.0035	0.0063	0.0043	-0.0036	-0.0056	-0.0053	-8e-04	-0.0027	3e-04	-0.0113	4e-04
HGDP00136	-0.0062	-0.0086	-0.0349	0.0036	-0.0015	-0.0038	-0.012	0.0075	0.0052	-0.0101	-0.0055	0.0011	0.0052	-0.0031	9e-04	0.0041	-0.0076	-0.0094	2e-04	0.0042
HGDP00137	-0.0046	-0.0099	-0.0099	-0.0154	-0.0021	0.0093	9e-04	-0.0025	0.006	-0.0051	-0.0023	0.0022	0.0014	0.0038	-0.0033	0.0042	-0.0035	-0.0036	-0.0027	-9e-04
HGDP00139	-0.0034	-0.0096	-0.0234	0.0079	-4e-04	0.0042	-0.0135	-0.0027	-0.0055	-0.0164	-0.0034	-0.0043	0.0036	-0.0073	-0.0036	-0.0124	-0.0346	-0.008	0.0133	0.0024
HGDP00140	-0.004	-0.0068	-0.0115	-1e-04	-0.0057	0.0024	-0.0018	0.0052	-0.0074	-0.0078	-0.0143	-0.0037	-0.0073	-0.0097	-0.015	0.0118	-0.0088	0.0153	0.0128	0.011
HGDP00141	-0.0083	-0.0093	-0.0231	-7e-04	0.0018	0.0039	-6e-04	-0.0062	-0.0049	0.0034	0.0048	0.0026	-0.0042	-0.0038	-0.0052	-0.0024	0.0034	0.0068	-0.003	0.0032
HGDP00143	-0.0055	-0.0038	-0.0222	-0.0043	0.0025	-0.0024	0.0061	0.0018	0.0017	0.0113	-0.0013	6e-04	0.0012	-0.0015	-8e-04	0	0.0047	0.01	0.0012	-0.0015
HGDP00144	-0.0061	-0.0118	-0.0256	-0.0017	3e-04	-0.0048	-0.0053	0.004	-4e-04	-0.0024	-4e-04	0.003	0.0095	-0.0048	-0.0019	-0.0024	-0.0113	-0.0014	0.0066	0.0013
HGDP00145	-0.008	-0.0111	-0.0055	0.011	-0.0011	0.0043	-0.0043	-0.0109	0.0074	-0.0083	0.0114	-0.0051	8e-04	0.0061	0.0049	-0.0051	0.002	-0.0027	-0.0078	0.0049
HGDP00146	-0.0088	-0.0116	-0.0105	-0.0014	0.0013	0.0016	0.0025	-0.0023	0.0047	-0.0019	-2e-04	0.0015	0.0038	0.0061	3e-04	3e-04	0.0021	-0.0031	0.008	-0.0015
HGDP00148	-0.0057	-0.0091	-0.0213	0.0067	-0.003	0.0013	2e-04	-0.0124	-0.0016	-0.0194	0.0138	0.0062	0.0016	-0.0108	-0.0085	0.0029	-0.0028	-0.0064	-0.0022	0.006
HGDP00149	-0.0079	-0.0116	-0.0266	0.0023	-0.0015	-0.0012	-0.0037	-0.0046	0.004	-0.0102	-5e-04	-0.0107	0.0102	-0.0064	7e-04	0.0052	-0.0017	0	0.0046	0.0018
HGDP00150	0.0021	-0.0141	-0.0091	0.0022	-0.0067	-0.0053	-0.0071	8e-04	-0.0045	-0.0083	-0.0029	-0.0241	0.0056	0.0073	0.0062	0.0044	0.0064	-0.0045	-0.0019	0.0088
HGDP00151	-0.0046	-0.0032	-0.0335	-2e-04	-0.005	0	-0.0114	0.005	-0.0032	-0.0141	-0.0065	0.0061	0.0073	-0.0127	-0.0074	0.0058	-0.0121	-0.0118	0.0096	0.0123
HGDP00153	-0.0035	-0.0183	-0.0119	0.0052	5e-04	-0.0036	-0.0093	0.0249	-0.0026	9e-04	0.0022	-0.0066	-1e-04	0.0033	-0.0021	0.0014	-0.0034	0.0099	-0.0084	0.005
HGDP00154	-0.0088	-0.0184	-0.0082	0.0048	0	-6e-04	-0.0053	-0.0036	-6e-04	-0.0074	1e-04	-0.0061	0.0034	0.0031	0.0054	-0.0041	-0.0024	0.0034	0.0051	0.0032
HGDP00155	-0.0065	-0.0112	-0.0081	0.0086	-0.0038	6e-04	-0.0048	0.0061	0.0013	-0.0013	-0.0019	-0.0029	0.002	-0.0019	0.0047	-0.0023	-0.0069	0.0039	0.0014	0.0024
HGDP00158	-0.0078	-0.0104	-0.0107	0.0032	0.0033	0.0016	0.0032	-0.0015	-0.007	0.0058	-2e-04	0	0.0043	-0.0073	-0.0019	-7e-04	0.0047	0.0024	0.0084	-0.0013
HGDP00161	-0.003	-0.0081	-0.0257	-0.0175	0.0039	0.0154	-5e-04	-0.0056	-0.0214	0.0282	-0.0081	0.0163	9e-04	-0.0193	0.0073	-0.0178	0.0069	0.0136	-0.0073	0.0012
HGDP00163	-0.0093	-0.0103	-0.0348	2e-04	-0.0036	0.0026	-0.0079	-0.0023	0.015	-0.0141	0.0092	-0.0061	0.0095	0.0059	0.0121	-0.005	-0.0013	-0.0023	-0.0062	0.0023
HGDP00165	-0.0032	-0.019	-0.0125	0.0136	-0.0062	-0.0057	-0.0032	0.0025	0.0086	-0.0251	0.0062	-0.0083	-0.0105	-0.0118	0.0159	-0.0118	0.0056	-0.0113	-0.0077	-0.0098
HGDP00167	-0.0073	-3e-04	-0.0203	0.0061	3e-04	0.0015	-0.0101	0.0034	-7e-04	-0.0073	-0.013	0.0066	-0.0053	-0.01	-0.0077	0.0066	-0.0072	-0.0169	0.002	-0.002
HGDP00169	-0.0071	0.0013	-0.0256	0.0019	-0.0027	0.0012	-0.0082	0.0038	-0.001	-3e-04	-0.0122	0	0.0033	6e-04	0.0023	0.0032	-2e-04	2e-04	-0.0018	0.0041
HGDP00171	-0.0076	-0.0084	-0.0323	-3e-04	-0.0041	-0.0034	-0.0056	0.0031	0.0049	-2e-04	-0.0034	-0.0072	0.007	0.0051	0.0074	5e-04	-0.002	0.004	-2e-04	-1e-04
HGDP00173	-0.0028	-0.0136	-0.0123	-0.0059	8e-04	0.0165	-0.003	-0.0148	0.0088	0.0046	-0.0292	-0.0021	8e-04	-0.0059	-0.0065	-0.0194	0.0578	0.0324	-0.0055	-0.0097
HGDP00177	-0.0032	-0.0012	-0.0272	-0.0166	-0.0079	0.0025	0.0057	-0.0032	-0.0061	0	0.0047	0.0072	-0.0099	-2e-04	-0.0104	0.0048	0.0015	0.002	-0.0077	0.0074
HGDP00179	-0.0092	-0.0114	-0.0237	0.0011	-4e-04	-0.0013	1e-04	0.006	-0.0079	0.0109	-0.0109	4e-04	-0.0069	-0.0077	2e-04	-8e-04	-0.002	0.0082	0.0025	0.0011
HGDP00181	-0.0059	-0.0083	-0.0267	-0.0148	-8e-04	0.0012	-0.0037	-2e-04	-0.0024	-0.0099	4e-04	0.0017	-0.0013	-0.0023	-0.0037	-0.0022	-0.0022	-5e-04	-0.002	-5e-04
HGDP00183	-0.0093	-0.0092	-0.0221	0.0016	8e-04	-3e-04	0.0011	-0.0016	-5e-04	-8e-04	0.0043	0.0062	9e-04	0.0014	-0.0027	0.0022	-0.0024	0.0066	0.0027	0.0029
HGDP00185	-0.0098	-0.0113	0.0053	0.0154	0	-0.0021	-0.0038	-0.0022	0.0016	8e-04	0.0012	0.0023	0.0047	-0.0054	-0.0018	-6e-04	-0.0019	-0.005	7e-04	4e-04
HGDP00187	-0.0102	-0.0142	-0.0237	-0.0044	0.0036	-0.0016	2e-04	0.0086	-0.0048	0.0075	-0.0032	0.0082	3e-04	-0.0028	-0.0015	4e-04	-0.0039	0.0099	0.0022	-3e-04
HGDP00189	-0.0086	-0.0094	-0.0235	0.0049	1e-04	-0.004	-0.0049	0.0134	0.0036	0.0027	-0.006	0.0037	0.0026	5e-04	-2e-04	7e-04	-0.0062	0.0028	-0.0034	-4e-04
HGDP00191	-0.0079	-0.0057	-0.0212	0.0032	0.0019	0.0056	0	-0.0103	0.0022	0.0036	0.0111	0	-0.0029	0.0046	0.0012	-6e-04	0.0072	0.0024	-0.0042	0.0033
HGDP00192	-0.0072	-4e-04	-0.0322	-0.018	-0.0029	0.0015	-0.0046	0.0025	0.001	-6e-04	-0.0047	1e-04	0.0015	9e-04	0.0034	-4e-04	-0.0026	0.0014	-0.0036	9e-04
HGDP00197	-0.0084	-0.013	-0.0226	-0.005	0.0025	-0.0057	-5e-04	2e-04	0.005	-0.0067	0.0029	-0.0033	0.0011	0.009	0.0015	6e-04	0.0029	0.0098	-0.0092	-0.0017
HGDP00199	-0.0088	-0.0101	-0.0186	-0.0062	8e-04	-5e-04	0.0023	8e-04	-0.0068	0.0041	-0.0053	0.0066	0.0018	-0.0112	-0.0086	0.0017	0.0025	0.0056	0.0056	-8e-04
HGDP00201	-0.009	-0.0079	-0.0277	0.0021	0.007	0.0038	-0.0041	0.0072	0.0022	0.001	-0.0086	0.003	-0.001	0.0026	-0.0031	-0.0028	0.0042	7e-04	-0.0082	-0.0102
HGDP00205	-0.0106	-0.0014	-0.0145	0.0023	-5e-04	-0.0042	-0.0054	0.0107	-9e-04	-0.0016	-0.011	-0.0028	0.0047	-0.002	0.0032	-0.0011	-0.0072	9e-04	-0.0035	-0.0014
HGDP00206	-0.0097	-0.0135	-0.0155	-0.0014	0.0018	-0.0015	-0.0034	-0.0038	0.0039	-0.0035	0.0079	-0.003	0.0028	0.0041	0.0075	-0.0015	-0.0013	0.0026	-0.0028	0.0033
HGDP00210	-0.0076	-0.0057	-0.0239	-0.0028	-0.0035	-9e-04	-0.0039	-0.002	0.011	-0.009	0.0027	-0.0038	0.0075	0.0112	0.0056	0.002	-0.0036	-0.0013	-1e-04	0.0035
HGDP00213	-0.0073	-0.0085	-0.0122	5e-04	1e-04	0.0055	-0.0031	-0.0162	0.0091	-0.0124	0.0131	-0.0048	0.0042	0.0025	0.0039	-5e-04	0.0044	-0.0068	-0.0046	0.004
HGDP00214	-0.0086	-0.0013	-0.0152	0.0093	-0.0023	-0.0027	-0.0061	0.0065	-0.0037	-2e-04	-0.0036	0.0024	0.0015	-0.0071	0.001	0.002	-0.0111	-0.006	0.0073	0.0086
HGDP00218	-0.01	-0.0198	-0.0189	5e-04	0.001	-0.0031	2e-04	-1e-04	0.0045	-0.0024	8e-04	0.0017	0.0052	0.0091	0.0048	-0.0014	0.0046	0.0051	-0.0036	-0.0053
HGDP00222	-0.006	-0.0142	-0.0218	-9e-04	1e-04	-0.0033	-0.0021	-0.0011	0.0011	-0.0072	-0.001	-0.0055	3e-04	0.005	0.0062	0.0022	-0.0016	-0.0082	-0.0014	0.0075
HGDP00224	-0.0098	-0.0124	-0.0159	-0.0033	0.0023	-0.0056	-4e-04	0.0108	0.0015	0.0054	-0.0033	-0.0107	-0.004	0.0014	0.009	-8e-04	-0.0043	0.0033	-0.0127	-0.0033
HGDP00226	-0.0079	-0.0046	-0.0212	-1e-04	0.004	0.0015	-6e-04	-0.0109	-0.0038	0.0012	0.0051	0.0079	0.0012	0.0024	-0.0038	-0.0023	6e-04	0.0028	0.0097	5e-04
HGDP00228	-0.01	-0.0163	-0.0179	7e-04	-0.002	-0.007	0.0023	0.0045	-0.001	0.0025	-0.0029	0.0014	0.0055	-0.001	0.002	0.0026	-0.0034	0.0047	0.0024	0.0016
HGDP00230	-0.0076	-0.0054	-0.0266	-0.0058	0.0045	0.0063	-2e-04	4e-04	0.0016	0.0086	-0.0018	8e-04	-0.0054	0.0033	0.0036	-0.0059	0.0098	0.0017	-0.0073	8e-04
HGDP00234	-0.0101	-0.0187	-0.0092	1e-04	0.0032	-0.0021	0.0046	0.0059	0.0011	-0.0048	-0.0024	0.01	0.0035	0.0042	-0.0033	-0.0021	-0.0032	0.005	8e-04	-0.0016
HGDP00237	-0.008	-0.0074	-0.0308	-0.0068	1e-04	0.0033	0.0041	0.0021	0.0035	0.0041	2e-04	-0.0057	-0.002	2e-04	0.0072	-0.0023	0.0029	0.0019	2e-04	5e-04
HGDP00239	-0.0081	-0.0013	-0.0231	0.0029	0.0059	0.0019	0.0058	-0.0014	-2e-04	0.008	-0.0022	2e-04	4e-04	0.0042	7e-04	0.0016	0.0043	0.0051	-0.002	-0.0032
HGDP00241	-0.0086	-0.0109	-0.0162	9e-04	-0.003	0.0018	0.0025	0.0053	-4e-04	5e-04	-0.0034	0.0063	0.0022	-0.0046	-0.0052	8e-04	-0.0036	0.0051	0.0013	0.0043
HGDP00243	-0.0081	-0.0129	-0.0161	0.0078	-5e-04	-0.0057	-0.0023	0.0099	0.0034	-0.0044	-0.0058	2e-04	-0.0035	7e-04	0.0016	-3e-04	-0.0114	-0.0074	0.0065	-0.0023
HGDP00244	-0.0082	-0.0162	-0.0132	-0.0049	0.0084	0.0048	0.0054	0.009	-0.0026	0.011	-0.0093	0.003	-0.0071	0.006	-0.0033	-0.0065	0.0048	0.0059	-0.0026	-0.0079
HGDP00247	-0.0096	-0.0117	-0.0215	-1e-04	0.0031	-0.0012	-0.0028	0.0102	-0.0085	0	-0.0117	0.0086	0.0059	9e-04	0.0016	-0.0014	-0.0041	0.0013	0.0076	-0.0037
HGDP00248	-0.008	-0.0173	-0.0224	0.0053	0.0067	0.0032	0.0026	-0.0072	-0.0012	0.0065	0.0037	0.0035	-0.0056	0.002	0.001	-0.0025	0.0056	0	0.0086	-0.0028
HGDP00251	-0.0106	-0.0133	-0.0214	-4e-04	-0.0053	-0.0014	-0.0046	5e-04	0.0022	-0.0043	-0.0056	1e-04	0.0103	-1e-04	0.0052	0.0041	-0.0084	-0.0061	0.0092	0.0032
HGDP00254	-0.0096	-0.007	-0.0178	3e-04	-0.0049	-0.0077	-0.0041	0.0052	-0.0043	9e-04	-0.0109	0.0021	0.0031	-0.0091	-0.0019	0.0048	-0.0146	-0.001	0.0094	0.0079
HGDP00258	-0.0075	-0.0074	-0.0179	-0.0045	0.006	0.0039	0.0028	0.0012	0.0021	0.0063	-0.0026	-0.006	-0.015	0.0032	-0.0015	-0.0044	0.008	0.0036	-0.014	-0.0104
HGDP00259	-0.008	-0.0139	-0.0217	-0.0062	0.0036	-0.0041	0.0033	0.0127	-0.0096	0.0075	-0.0065	0.0039	-0.0081	-0.0057	-0.0042	-3e-04	-0.007	0.0071	-0.0042	-0.0056
HGDP00262	-0.0096	-0.0062	-0.0077	-0.0069	-3e-04	-6e-04	0.0021	1e-04	0.0014	-0.0012	-0.0032	-0.0051	0.0046	0.0015	0.0035	-0.0012	0.001	-0.0034	0.0015	-0.0035
HGDP00264	-0.0097	0.0023	-0.0161	0.002	5e-04	-5e-04	0.0049	-0.001	-0.0051	0.0073	-0.0043	-0.0044	-0.0013	-0.0045	0.0014	-3e-04	0.004	0.0031	-0.0011	-0.0018
HGDP00277	-0.0096	-0.0079	-0.008	-0.0106	0.0014	0.0033	-7e-04	0.0097	0.004	2e-04	-0.0117	0.0038	0.0049	0.0032	0.0015	-0.0027	-5e-04	5e-04	0.0028	-0.0046
HGDP00279	-0.008	-0.0071	-0.0153	0.0108	-0.0011	-0.0035	-6e-04	0.0099	0.0025	-0.0053	-5e-04	0.002	0.0017	0.0036	-5e-04	0.0013	-0.01	0.0038	0.001	8e-04
HGDP00281	-0.0086	-0.0133	-0.0133	0.0013	0.0043	0.0038	0.0067	0.0012	0.0022	7e-04	0.0013	0.0024	-0.0022	0.0068	-0.0021	-0.0033	0.0073	0.0053	-0.0094	-0.0035
HGDP00285	-0.0095	-0.0069	-0.0198	-0.0051	-0.0019	-0.0018	-0.0034	0.0084	0.0019	-0.0027	-0.0073	-0.0026	0.007	-2e-04	0.005	-9e-04	-0.0055	-2e-04	-0.0026	-3e-04
HGDP00288	-0.0096	-0.0048	-0.0217	-0.0057	0.0026	0.0016	0.0038	0.0108	0.006	7e-04	-0.0047	-0.0038	-0.0026	0.0052	0.0083	-0.0061	-0.0017	0.001	-0.0032	-0.0027
HGDP00290	-0.0086	-0.0053	-0.023	0.0091	-4e-04	0.0022	0.001	-3e-04	0.0014	-0.0061	0.0032	0.006	0.0023	-0.0029	-0.0032	-0.0039	-0.0048	-0.0033	-0.0017	-0.001
HGDP00298	-0.0099	-0.0069	-0.0214	0.0053	-1e-04	0.0017	-0.0029	0.0093	-0.002	0.0049	-0.0103	0.0021	0.0035	-0.0071	-0.0011	-8e-04	-0.0053	0.0011	0.004	-0.0018
HGDP00302	-0.0078	-0.002	-0.0136	-0.0033	-0.005	-0.0026	-0.0012	0.0018	0.0034	-0.0081	-0.002	0.0019	0.0091	4e-04	-3e-04	9e-04	-0.0076	-0.0046	0.0039	0.0027
HGDP00304	-0.0093	-0.0059	-0.0187	0.0031	0.0012	0.0018	-0.001	0.0061	0.0054	0	-0.0066	-0.0056	0.0045	0.0051	0.0058	-0.003	0.0017	0.0027	-0.0064	-0.0061
HGDP00307	-0.0067	-0.011	-0.0329	-0.0131	-0.0027	-0.0011	6e-04	0.0013	0.0052	-0.0077	0.0031	0.0024	0.0059	0.0059	6e-04	0.0017	-0.0042	0.0011	-2e-04	3e-04
HGDP00309	-0.0104	-0.0132	-0.0185	0.0032	0.0047	0.0052	0.0025	0.0059	0.0069	0.0033	1e-04	-0.0012	-0.0025	0.008	0.004	-0.005	0.0073	0.008	-0.0052	-0.0065
HGDP00311	-0.0089	-0.0052	-0.0241	0.0015	0.0056	0.0054	0.0029	0.0177	-0.0108	0.0079	-0.018	0.0061	-0.0037	-0.0034	-0.0076	-0.008	-0.0017	0.0108	-0.0051	-0.0087
HGDP00313	-0.0081	-0.0037	-0.0184	-0.0101	-0.0044	-0.0028	5e-04	1e-04	-0.0022	-5e-04	7e-04	4e-04	0.0043	-0.0055	-0.0036	0.0029	-0.0037	0.0022	-0.001	0
HGDP00315	-0.0096	-0.0058	-0.0241	0.0034	-0.0025	-0.0023	8e-04	0.0031	-0.0033	-0.0044	-0.0035	0.0056	0.0034	-0.0063	-0.006	0.0011	-0.0047	0.0015	-0.0024	0.0025
HGDP00319	-0.0082	-0.0074	-0.0214	-0.0055	-0.0028	-0.008	-1e-04	0.0096	0.0054	-0.0025	-0.0139	0	0.0042	0.002	0.0034	0.0042	-0.0111	-0.0071	0.0084	-0.0014
HGDP00323	-0.0087	-0.0095	-0.0298	-0.0061	4e-04	-0.0034	-0.0026	0.015	2e-04	0.0036	-0.0132	-0.0022	-0.001	1e-04	0.0034	-0.0034	-0.0016	0.0024	-0.0102	-0.0056
HGDP00326	-0.0082	-0.0118	-0.0204	-0.0091	0.0027	0.0054	0.0019	0.0041	0.0011	0.0017	-0.0024	-0.0031	-0.0019	0.0058	0.0039	-0.0065	0.0034	0.0037	-0.0048	-0.0049
HGDP00330	-0.0089	-0.0088	-0.0328	-0.0031	-0.001	-0.0013	-0.0022	0.0092	-0.0013	0.0032	-0.0104	-0.0021	-0.0029	-0.0026	9e-04	-0.0021	-0.0029	0.0016	-0.0068	-0.0025
HGDP00333	-0.0072	-0.0083	-0.015	0.0038	3e-04	-2e-04	-0.007	0.0098	0.0111	-0.017	-0.0086	-0.0017	0.007	0.0102	0.0025	-8e-04	-0.004	-0.0096	-0.0063	-0.0107
HGDP00341	-0.0096	-0.0106	-0.015	-0.0013	-0.0033	-0.0027	0.0083	0.0078	-0.0114	-0.0014	-0.0072	0.0069	0.0035	-0.0119	-0.008	0.0037	-0.0102	-0.0016	0.0078	0.0042
HGDP00346	-0.0081	-0.0056	-0.0169	0.0072	8e-04	0.0012	-0.002	-0.0034	0.0069	-0.0187	0.004	0.0033	0.0118	0.007	-5e-04	-8e-04	-0.0023	-0.0054	0.002	0.0027
HGDP00351	-0.0093	-0.003	4e-04	-0.0034	0.0072	0.0032	-5e-04	0.0119	-0.0027	0.0066	-0.0123	0.0121	-0.0038	0.0015	-0.0017	-5e-04	4e-04	0.0041	0.0135	-0.0097
HGDP00356	-0.0091	-0.0103	-0.0147	-0.0049	-0.001	0.0041	-0.0022	-0.0086	0.0058	-0.0015	0.0062	-0.0094	0.0077	0.0044	0.0043	-0.0026	0.0078	0.0033	-0.0048	0.0014
HGDP00359	-0.0084	-0.0144	-0.0231	0.0068	-0.0011	-0.005	-0.0012	0.0155	-0.0048	-0.0029	-0.0156	-0.0016	-0.0025	-0.0017	-0.0025	-0.002	-0.0059	0.004	-0.0079	-0.0061
HGDP00364	-0.0094	-0.009	-0.0049	0.0049	0.0012	-8e-04	-2e-04	-0.0011	0.0014	0.0014	0.0016	-0.0036	2e-04	-0.0024	0.0024	0.0024	9e-04	-0.0023	0.0017	-0.0025
HGDP00371	-0.0069	-0.0097	-0.0196	-0.0027	0.0025	-0.0046	-0.005	0.0071	0.0024	3e-04	-0.0055	-0.0053	-0.0025	0.0056	0.0017	-0.0031	0.0014	0.0029	-0.0078	-0.0061
HGDP00372	-0.011	-0.006	-0.0198	0.0019	0.0029	-0.002	0.0054	8e-04	-0.0016	0.0072	-0.0022	0.0035	0.0016	-3e-04	-0.0021	0.0034	-0.0019	5e-04	0.0101	5e-04
HGDP00376	-0.0079	-0.0017	-0.0151	0.0016	0	9e-04	0.0058	-0.009	0.0021	0.0029	0.0083	0.0017	0.0033	5e-04	-0.0029	0.0035	0.0054	-0.0023	0.0013	-0.0032
HGDP00382	-0.0076	-0.0106	-0.0201	0.0027	-0.0038	0	8e-04	0.0051	0.0036	-0.0054	0.0027	0.0033	0.0035	-0.0011	-0.0044	0.0023	-0.0091	0.0039	0.0067	0.0037
HGDP00388	-0.0082	-0.0033	-0.0149	0.0021	7e-04	-0.0015	-0.0016	-0.0116	0.0036	3e-04	0.0076	-0.0073	0.0012	0.004	0.0025	3e-04	0.0069	5e-04	-1e-04	0.0026
HGDP00392	-0.0092	-0.009	-0.0072	0.0031	-0.0019	-0.0045	-0.0056	-0.0015	0.0043	0.0013	0.0078	-0.0106	-0.0036	0.0026	0.0034	-0.0023	-0.0021	0.0055	-0.0062	0.0033
