indv	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
HG04020	-0.0079	-0.0049	-0.0365	0.0058	-0.0013	-0.0057	-0.0048	-4e-04	0.0039	-0.0074	-0.0056	0.0013	0.0111	0.0032	0.0054	0.0026	-0.0078	-0.0042	0.0058	0.0014
HG04022	-0.0084	0.0081	-0.0347	-0.003	0.002	0.0046	0.0012	-0.0038	0.0028	0.0014	-0.0033	3e-04	0.0011	-0.0018	0.0041	-0.0021	0.002	-0.0044	0.0041	-0.0015
HG04023	-0.0076	-0.0024	-0.0522	-0.0209	-0.0024	0.0039	0.0044	-0.0082	-9e-04	0.0028	0.0072	0.0022	0.0023	0.0011	-0.0018	-0.0016	0.0052	0.0068	-0.0031	0.001
HG04025	-0.0072	-0.007	-0.0495	-0.0197	0.0016	-3e-04	0.0026	0.004	0.0022	0.0049	-0.0019	-0.0019	-0.0048	0.006	0.0019	0.0016	0.0024	0.0067	-0.0019	-0.0023
HG04026	-0.0095	1e-04	-0.0313	-0.0033	0.0036	0.0048	-0.0026	-0.0056	8e-04	0.0052	0.0084	-0.0031	-0.0079	0.0053	9e-04	-0.0034	0.0085	0.0109	-0.0076	5e-04
HG04029	-0.0059	5e-04	-0.0372	0.0014	-8e-04	0.0065	-0.0035	-0.0156	0.0079	-0.0078	0.0059	0.002	0.0052	0.004	-0.003	-0.0012	0.0068	-0.0103	0.001	0.0014
HG04033	-0.0086	0.004	-0.0358	-0.0108	-8e-04	-0.0012	0.0013	-0.0069	9e-04	0.0042	0.0057	-0.0031	-0.0046	-0.0034	0.0049	-5e-04	0.0018	0.0013	0.0014	-0.0011
HG04035	-0.0092	-0.0046	-0.0363	-0.0022	0.006	-0.0033	-0.0027	0.003	1e-04	0.0071	5e-04	-0.0044	-0.0097	0.0021	0.0035	-0.0026	0.0038	0.01	-0.0114	-0.0029
HG04038	-0.007	0.0024	-0.0323	0.0013	4e-04	0.0065	-0.0054	-0.0092	0.0018	-0.0021	0.0038	-4e-04	2e-04	-0.0047	-0.0045	-0.0015	0.0062	-0.008	-0.0032	-0.0053
HG04039	-0.0074	-0.0023	-0.0411	-0.0066	-0.0059	-0.0016	0.0031	-0.006	-0.0013	-0.0021	0.0078	2e-04	5e-04	-0.0076	-0.0064	4e-04	-0.0013	0.0049	0.0024	0.0017
HG04042	-0.0092	-0.0048	-0.033	-0.006	-0.0016	-0.0055	-5e-04	-0.004	0.001	0.0044	0.0016	-0.0065	-0.0012	-0.002	0.0045	5e-04	-0.0045	0.0054	0.0035	0.0032
HG04047	-0.0044	0.0023	-0.0397	0.005	0.0033	0.0028	0.0053	-0.0059	-0.0019	0.0049	0.0053	0.0015	0.0021	0.0078	0.0085	2e-04	0.0015	-0.0016	0.0025	0.0017
HG04054	-0.0069	0	-0.0549	-0.0158	-9e-04	0.0026	0.001	-0.0071	0.0016	-0.0047	0.0095	0.0068	-0.0017	0.0022	-0.0052	0.0012	9e-04	0.0051	-0.0051	0.0045
HG04056	-0.006	-5e-04	-0.0624	-0.0065	0.0015	0.003	0.0011	0.0055	-0.0028	-0.0027	-0.007	0.0209	-0.0016	0.0013	-0.0098	0.0032	-2e-04	-0.0017	0.0037	-0.002
HG04059	-0.008	0.0092	-0.0326	-0.0025	-0.0025	-5e-04	-0.0019	0.0067	-0.0032	0.0025	-0.0159	0.0048	0.003	-0.0018	-0.0032	0.0026	-0.0016	-0.0037	0.0056	-0.0023
HG04060	-0.0074	-0.0012	-0.0321	0.0027	0.003	0.0056	0.0068	-0.0096	-0.0067	0.0044	0.0069	0.0032	-0.0096	-0.0075	-0.0083	-1e-04	0.0035	0.0019	6e-04	0
HG04061	-0.0089	-0.0034	-0.0357	-0.0064	0.0028	8e-04	-0.0015	-0.0047	0.0052	0.0021	0.0092	-0.0049	-0.0041	0.0076	0.0052	-0.0023	0.0074	0.0094	-0.0083	-0.0021
HG04062	-0.0071	-0.0019	-0.0491	-0.0099	-0.0024	2e-04	0.0022	-0.005	0.0015	0.0018	0.0057	0.0021	-0.0044	0.0057	-0.0027	-0.001	-0.0034	0.0011	0.004	0.0087
HG04063	-0.0075	0.0037	-0.0431	-0.0119	2e-04	0.0029	0.0027	-0.007	0.0049	0.0032	0.0064	7e-04	-0.0012	0.0044	0.0012	0.0017	0.0023	0.0057	0.0012	0.0026
HG04070	-0.0084	-0.0107	-0.0279	0.0036	-0.0016	-8e-04	-1e-04	-0.0189	0.0055	-0.0057	0.0149	-0.0078	0.0041	0.0035	0.0063	3e-04	0.0017	-0.003	-0.0023	5e-04
HG04075	-0.0077	0.0011	-0.0388	-0.0029	-0.0028	1e-04	-0.0029	-1e-04	0.0064	-0.0016	-0.0035	0.0035	0.0047	0.0045	0	0.0056	0	-0.0011	0.0024	0.0017
HG04076	-0.0081	0.0019	-0.0221	-0.0081	0.0021	0.0011	-5e-04	-0.0031	-5e-04	0.0062	0.0016	-7e-04	-0.0068	0.0017	-0.0011	-5e-04	0.0057	0.0111	-0.009	1e-04
HG04080	-0.0089	-0.0036	-0.0355	-0.0017	-0.003	-0.0014	6e-04	0.0044	3e-04	-0.0055	-0.0084	0.0033	0.0064	-0.0029	-9e-04	0.0048	-0.0051	-0.0022	0.006	0.002
HG04090	-0.0085	-0.0045	-0.0346	-0.0092	0.001	-0.0034	-0.001	-0.0033	0.0021	0.0053	0.0017	-0.0058	-3e-04	0.004	0.009	0.0029	0.0029	0.0037	-0.0024	3e-04
HG04093	-0.0083	0.0033	-0.0403	0.0031	-0.003	-0.0074	-0.0079	0.0079	0.0026	-0.0039	-0.0071	-0.0036	0.0069	9e-04	0.0078	0.0039	-0.0071	-9e-04	2e-04	-0.0012
HG04094	-0.0083	0	-0.0445	-0.0113	0.004	0.0028	0.0079	-0.0028	-0.0041	0.0146	-0.0029	8e-04	-0.0093	0.004	-0.0014	0.0012	0.0079	0.0041	0.0022	-0.0027
HG04096	-0.0067	-2e-04	-0.0452	-0.0072	-0.0042	-0.0011	-7e-04	-0.009	0.0035	0.004	0.0075	-0.0059	-0.0078	-0.0034	0.0024	-0.0025	0.0026	-0.0021	-0.0021	0.0058
HG04098	-0.0076	4e-04	-0.0407	-0.0043	-2e-04	8e-04	-0.0036	0.0016	0.0012	0.0011	-0.0014	-0.0027	3e-04	-0.0021	0.003	1e-04	2e-04	0.0014	-0.0012	-0.0045
HG04099	-0.006	0.0031	-0.0414	-0.0033	0.0016	0.0072	-1e-04	-0.009	0.0011	-0.0033	8e-04	-0.0033	0.0056	0.0034	0.0015	-0.0024	0.0075	-0.0048	-0.003	-0.0055
HG04100	-0.0073	-0.0088	-0.0447	-0.0071	-0.005	0.0015	-0.001	-0.0106	0.0075	-0.0037	0.009	-2e-04	0.0051	0.0054	0.0061	0.0044	-0.0032	-0.006	0.0093	0.0069
HG04106	-0.0072	-0.0065	-0.0394	-9e-04	-0.0031	-0.005	-0.0014	0.0022	-1e-04	-0.0037	-0.0039	0.0025	0.0032	-0.0053	0.0015	0.0031	-0.0065	-0.0016	0.0018	0.004
HG04107	-0.0074	-0.0065	-0.0518	-0.0078	0.002	0.0015	-1e-04	-0.0086	0.0109	-0.0048	0.009	-0.0078	0.0026	0.0068	0.0132	-0.0019	-0.0017	-0.0058	0.0059	0.0059
HG04118	-0.0068	-0.0018	-0.0387	-0.0141	0.0011	-0.0039	0.0025	0.0074	-8e-04	0.0039	-0.0063	-1e-04	0.0047	0.006	0.0141	0.0034	-0.0012	0.0082	0.0099	0.0015
HG04127	-0.0058	-0.0048	-0.0399	-0.0094	0.0068	0.0136	0.0029	-0.0077	0.0039	0.0011	0.007	-0.0015	-0.0068	0.0082	0.0043	-0.0031	0.007	-0.0044	-0.0028	-0.0014
HG04131	-0.0081	0.0011	-0.0185	-0.0068	-9e-04	0.0047	-0.0023	-0.0033	0.0026	-0.0026	0.0029	0.0055	0.0058	7e-04	-8e-04	0.0011	0.0026	-0.0035	0.0019	-0.0018
HG04132	-0.008	0.0012	-0.0347	8e-04	0.0018	0.0027	-0.0046	-0.0059	0.003	-7e-04	0.0025	0.0018	0.0066	0.0019	-0.0059	4e-04	0.0018	-0.0015	-0.0017	-0.0057
HG04134	-0.0083	0.003	-0.0366	6e-04	0.006	0.0028	0.0062	-0.0055	-0.0016	0.0089	0.0047	-0.0067	-0.0149	-0.0029	0.005	-0.0022	0.0099	0.0024	-0.0066	-0.0035
HG04135	-0.0075	1e-04	-0.0245	-0.0084	-0.0036	-0.0081	-0.0032	0.0097	0.0049	-0.0075	-0.0044	0.0014	0.0053	0.0086	-2e-04	0.0014	-0.0068	0.005	-0.0014	9e-04
HG04140	-0.0054	-0.0014	-0.0285	-0.0088	0.0021	6e-04	-0.0028	-0.0074	0.0086	-0.0149	0.0076	-0.0012	0.0051	0.0107	7e-04	-0.002	0.0033	-0.0094	-0.0041	-0.0011
HG04141	-0.0099	-0.0058	-0.0346	-0.0119	0.004	9e-04	-2e-04	0.0067	-0.0023	0.0124	-0.0027	0.0042	-0.0058	-0.0044	0.0012	-4e-04	3e-04	0.0056	0.0069	-0.0011
HG04144	-0.0073	0.0016	-0.0419	-0.0128	0.0028	-4e-04	0.0015	-4e-04	0.0038	0.0055	0.0036	-6e-04	-0.0039	0.0032	0.0061	9e-04	-3e-04	0.001	0.0023	0.0053
HG04146	-0.0088	-8e-04	-0.0314	-0.0068	0.0014	5e-04	0.0046	-0.0081	0.0068	-2e-04	0.0061	-0.0069	0.002	0.0018	0.0047	0.0028	0.008	0.004	-0.0054	-8e-04
HG04147	-0.0064	-0.0059	-0.0291	-0.0082	0	0	0.0017	-0.002	-0.0026	-0.0056	0.0035	-0.0029	-0.0055	0.0028	9e-04	1e-04	-0.0022	9e-04	-0.002	0.0053
HG04149	-0.0073	0.0044	-0.0253	-0.0117	0	0.0055	0.002	-0.0022	-0.0013	0.0039	-0.0056	0.0091	5e-04	0.0024	-0.005	0.0015	-7e-04	-0.0083	0.0076	-0.0013
HG04150	-0.0079	-0.0031	-0.0386	-0.0033	0.005	8e-04	0.0023	0.0073	0.0023	0.0015	-9e-04	-0.002	-0.0048	0.0053	0.0053	-0.0044	0.0061	0.0058	-0.009	-0.0101
HG04152	-0.0081	0.0054	-0.031	0.0021	-0.0036	-4e-04	0.0039	-8e-04	-0.0036	-0.0051	-0.0025	-0.0017	0.005	-0.0015	-4e-04	0.0025	-0.0017	-8e-04	0.0062	0.0033
HG04153	-0.0094	-0.0025	-0.0286	-8e-04	0.0044	2e-04	9e-04	-0.0028	0.0063	0.0037	0.0022	-0.0018	-8e-04	0.0072	0.0038	-0.0019	0.0031	0.0091	0.0027	2e-04
HG04155	-0.009	-0.0035	-0.0215	0.0017	0.0012	0.0016	-0.0054	-0.003	0.0099	-0.0105	0.0017	-0.0029	0.0107	0.0088	0.0069	-5e-04	0.001	-0.0045	-1e-04	-0.0045
HG04156	-0.0076	-0.0055	-0.0169	-0.0088	-0.0038	-0.0013	-0.0061	-0.0089	0.013	-0.01	0.0116	-0.0074	0.0094	0.0074	0.0084	3e-04	4e-04	-0.0079	3e-04	0.0037
HG04158	-0.0075	0.0088	-0.0148	-0.0025	6e-04	0.0021	0.0025	-6e-04	0.0032	-0.0052	3e-04	0.0098	0.0023	-4e-04	-0.0037	0.0036	-0.0063	-0.004	0.0128	0.0065
HG04159	-0.0078	0.005	-0.0251	-0.0044	7e-04	0.0034	0.0071	-7e-04	-0.0032	0.0024	-4e-04	0.0113	-0.0018	-0.001	-0.0096	0.0035	0.0035	0.0059	0.005	-0.0013
HG04162	-0.0086	-0.0023	-0.0286	-0.0032	0.002	-8e-04	7e-04	-0.0037	0.0083	0.0016	0.0056	-0.0017	-0.0021	0.006	0.0061	-7e-04	0.0033	0.0016	1e-04	5e-04
HG04164	-0.0081	-0.0041	-0.0218	0.005	0.0032	-0.0032	-0.0039	-0.0023	0.0083	-8e-04	0.0036	0.0016	0.0022	0.0081	0.0027	2e-04	0.0011	-0.0027	0.0028	0.0015
HG04171	-0.0084	0.0044	-0.0347	-0.0118	-7e-04	0.0036	0.0019	-0.0089	-6e-04	0.0116	0.0092	-0.0071	-0.0032	6e-04	2e-04	-0.0032	0.009	0.0052	-0.0011	-2e-04
HG04173	-0.0077	-0.0079	-0.0301	-0.0141	0.0087	0.0016	0.0056	0.004	0.0039	0.0091	-0.0064	0.0013	-0.0093	0.0154	0.0055	7e-04	0.0079	0.0033	0.0037	-0.0056
HG04174	-0.0086	0.0025	-0.026	0.0036	-0.0013	-0.0021	-0.0011	0.0021	-1e-04	0.0056	-0.0087	-0.0036	1e-04	-0.0039	0	0.0017	0.0036	0.0102	-0.007	-0.0025
HG04176	-0.0086	0.0045	-0.0251	-0.0102	-0.0012	0.001	-0.0013	-0.0064	-0.0017	0.0057	0.0044	-0.0022	-0.0062	-0.0027	-9e-04	6e-04	0.0024	0.0051	-0.0024	0.0044
HG04177	-0.0064	0.0027	-0.0286	-0.0072	0.0041	0.003	0.0067	0.0044	-8e-04	-0.0011	-0.0162	0.0027	-0.0038	0.0085	-0.0039	-0.0031	0.0013	0.0022	0.0046	-0.0094
HG04180	-0.0086	-2e-04	-0.0362	-0.0029	6e-04	0	-0.0036	0.0032	0.0013	0.0064	0.0018	-0.0032	-0.0057	8e-04	0.0044	-0.0058	0.0028	0.0089	-0.0106	-0.0031
HG04182	-0.0066	0.0048	-0.0238	-0.006	0.008	0.0105	-0.0015	-0.0072	0.0093	-0.0067	0.0097	3e-04	-6e-04	0.012	0.0044	-0.0024	0.0018	-0.0057	-0.0013	6e-04
HG04183	-0.0065	3e-04	-0.0238	-0.0104	-0.0018	0.0048	0.001	-0.004	0.0035	0.0019	0.0025	-0.0043	0.0056	0.0017	0.0069	0.0039	-0.0024	-0.0023	0.0089	0.0041
HG04185	-0.0082	-0.0061	-0.0259	-0.0045	0.0043	0.0013	0.0012	-0.0023	0.0066	0.0053	0.0039	-0.0042	0.0031	0.0117	0.0097	-0.0013	0.0086	0.0079	-0.0018	-2e-04
HG04186	-0.0064	-0.0013	-0.0299	-0.0042	5e-04	0.0053	0.0046	-0.0188	0.0055	-0.0091	0.0197	-2e-04	0.0032	0.0079	0.009	-0.0016	0.0063	4e-04	0.0034	0.0076
HG04188	-0.007	-9e-04	-0.0303	-0.0159	0.002	0.0058	-0.0033	-0.005	0.0021	0.0023	0.0066	-0.0056	-0.0026	0.0048	0.0019	-0.0059	0.009	0.002	-0.0079	-0.0036
HG04189	-0.0048	-0.0052	-0.0352	0.0025	-0.0019	0.0052	-0.0044	-0.0094	0.0106	-0.0087	0.0127	-0.0037	0.0033	0.0049	0.0044	-0.0021	0.0091	-0.0068	-0.0066	-0.0046
HG04191	-0.0085	-8e-04	-0.0295	-0.0046	0.002	0.0033	0.0025	-0.0084	4e-04	-4e-04	0.0059	0.0068	0.0057	0.0041	0.0026	0.0016	-0.0014	-0.0041	0.0136	0.003
HG04194	-0.0086	0.0035	-0.0351	-0.0145	1e-04	4e-04	0.0016	0.0054	0.0013	0.0028	-0.0071	0.0052	0.0026	0.004	-9e-04	0.0019	-7e-04	0.0023	5e-04	-0.0073
HG04195	-0.0081	0.003	-0.026	0.0053	-0.0034	0.0015	-0.0011	-0.0076	0.0062	0.002	0.0095	-0.0017	-4e-04	-0.0021	9e-04	-1e-04	1e-04	0.0037	-1e-04	0.0035
HG04198	-0.0077	-0.0055	-0.0437	-0.007	4e-04	0.0034	0.0019	-0.0063	0.0011	0.001	0.0042	-0.003	0.0039	0.0013	0.0105	-0.0016	0.0054	-0.0067	0.0095	0.0072
HG04200	-0.0089	-0.0055	-0.0449	-9e-04	0.0036	0.0034	0.0036	0.004	-0.0071	0.0118	-0.002	0.0077	-0.0054	-0.0027	-0.0012	-0.0037	0.008	0.0112	-0.0051	-0.0015
HG04202	-0.007	-0.0053	-0.0452	-0.0148	-0.0017	0.0024	0.0049	-0.0065	-0.0037	4e-04	0.0021	-0.0046	0.0042	0.0022	0.0027	3e-04	0.005	0.0011	6e-04	0.0054
HG04206	-0.0071	-0.0015	-0.0314	-0.0073	-0.001	0.0103	0.0022	-0.0126	0.0124	-0.0039	0.0142	-0.0026	0.0031	0.0062	0.0073	0.0015	0.0047	9e-04	-0.0086	0.0061
HG04209	-0.008	0.005	-0.0388	-0.0053	0.0065	0.0018	-0.0046	0.0035	-0.0019	0.0095	-0.0045	0.0027	-0.0069	0.002	-0.0015	-0.0022	0.0059	0.0027	-0.0063	-0.0021
HG04210	-0.0069	-0.0028	-0.0468	-0.0182	5e-04	0.0035	0.0017	3e-04	-0.0012	0.0046	-8e-04	-0.0012	-0.0012	-0.0012	0.0013	4e-04	0.0027	0.0033	-0.0031	-0.002
HG04211	-0.0077	-0.0068	-0.0364	-0.0019	-0.0058	9e-04	-0.0012	-0.0091	-0.0033	3e-04	0.0082	5e-04	0.003	-0.0085	-0.0051	0.0034	-0.0029	0.0038	0.003	0.0055
HG04212	-0.0075	-0.0042	-0.0382	-0.0096	0.0026	5e-04	0.0043	-0.0011	0.0072	6e-04	0.0029	0.0019	-8e-04	0.0104	0.0056	-0.0018	0.0039	-0.0043	0.0087	0.0018
HG04214	-0.0077	0.0016	-0.03	-0.0064	-0.0025	-0.0053	9e-04	-0.001	0.0025	0.0044	-0.0012	-0.011	-4e-04	-0.0025	0.0075	0.0073	9e-04	0.0046	-4e-04	0.0046
HG04216	-0.0083	-0.0019	-0.0338	-0.0045	0.0026	0.0046	6e-04	-0.01	-9e-04	0.0027	0.0117	0.0071	-4e-04	-6e-04	-0.0042	-0.0018	0.0037	0.0046	-5e-04	0.0017
HG04219	-0.0097	-0.0026	-0.0433	-0.0118	0.0021	-0.0034	0.0034	-0.0107	0.0032	0.0023	0.0058	-0.0018	0.0043	6e-04	6e-04	0.0029	0.0044	0.0022	-0.0012	-9e-04
HG04222	-0.0071	-8e-04	-0.0498	-0.0048	4e-04	0.0015	3e-04	7e-04	-0.0047	0.0058	-0.0077	-0.0029	0.0025	-0.0043	-0.0035	-0.0044	0.0018	0.0029	-0.0029	-0.0048
HG04225	-0.0109	-0.006	-0.0295	-0.009	-0.0028	-0.0036	0.0021	-0.0046	-2e-04	0.0066	-0.0012	-0.0051	0.007	-0.0019	0.0022	0.0016	0.0041	0.0041	0.0021	-2e-04
HG04227	-0.0089	0.0049	-0.0272	-0.0028	0.0024	0.0013	-5e-04	-0.011	0.0048	-0.002	0.0139	-0.009	4e-04	0.0079	0.0094	-0.0025	0.0024	0.003	0.0024	0.0051
HG04229	-0.0073	-0.0046	-0.041	-0.0236	-0.0027	-0.0035	-0.0022	-0.004	0.0014	-0.0048	0.0071	0.0026	-0.0068	-0.002	-0.0054	0.0032	-0.0059	-0.0074	0.0033	0.0028
HG04235	-0.0083	-0.0056	-0.0356	-1e-04	0.0015	0.0013	0.0042	0.001	0.0038	0.003	0.0062	0.0047	-0.0022	0.0073	-0.001	-0.0045	0.0026	0.0039	7e-04	-0.0018
HG04238	-0.0094	-9e-04	-0.0307	0.006	-0.0021	0.0016	-0.0061	-0.0129	0.0083	-0.0061	0.0093	-0.0014	0.0065	0.003	-7e-04	0.0027	0.0014	-0.0026	-0.0028	0.0027
HG04239	-0.0098	0.0046	-0.0447	-0.0097	9e-04	0.0022	-8e-04	0.002	2e-04	0.0112	-0.002	-0.0017	-0.0048	0.0023	0.0019	-0.0031	0.0056	0.0088	3e-04	-0.0033
HGDP00001	-0.0106	-0.011	-0.0168	0.0081	0.0032	0.0067	-0.0038	-0.0027	-0.0106	0.0087	-0.0013	-0.0027	-0.0055	-0.0063	0.001	-0.0089	0.0032	0.0099	-0.0069	-4e-04
HGDP00003	-0.0099	-0.012	-0.0108	-0.0041	0.0023	-0.004	0.0026	0.0045	0.0029	0.002	0.0021	7e-04	-0.0053	0.005	0.0034	-0.0024	2e-04	0.0057	-0.0077	-0.0024
HGDP00005	-0.0096	-0.0155	-0.0265	0.0064	0.0034	0.007	0.0062	-0.0011	-0.0076	0.0053	-3e-04	0.011	-0.0045	-0.0055	-0.0072	-0.0012	0.0026	0.007	0.0025	0.0035
HGDP00007	-0.0086	-0.0146	-0.0168	-0.0034	-0.0033	-0.0013	-0.0022	4e-04	0.0015	2e-04	0.0036	-0.0061	0.0031	-0.0022	0.0061	-6e-04	-0.0022	0.0033	-0.0011	0.0053
HGDP00009	-0.0102	-0.0126	-0.0096	0.0049	0.002	-0.0028	-0.0025	0.0101	-3e-04	0.0035	-0.012	0.0023	0.0042	6e-04	0.0023	-0.0024	-3e-04	0.0019	0.001	-0.002
HGDP00011	-0.0115	-0.0077	-0.024	0.0023	0.0052	1e-04	-0.0015	0.0083	-0.0066	0.0145	-0.0024	0.0039	-0.0068	-0.0018	-0.0029	-0.0029	-7e-04	0.0111	-0.0038	-0.0016
HGDP00013	-0.0049	-0.005	-0.0137	0.0056	0.001	-0.0029	-0.01	-0.005	0.0082	-0.0236	-0.0063	4e-04	0.0117	-0.0075	0.0043	-0.0041	-0.0025	-0.0128	-0.0078	-9e-04
HGDP00015	-0.0093	-0.0113	-0.0202	0.0019	-0.0025	-4e-04	-0.0022	0.005	-0.0048	0.0039	-0.0055	0.0022	0.0015	-0.0075	-0.0037	0.0039	-0.006	0.001	0.0073	0.0022
HGDP00017	-0.0081	-0.0073	-0.0162	-0.0085	0.002	0.0023	0.0014	9e-04	-0.0071	0.0011	-0.0046	-0.0031	0.0039	0.0084	-1e-04	-0.0095	0.0052	0.0072	-0.0069	-0.0065
HGDP00021	-0.0105	-0.0126	-0.0157	6e-04	0.0036	-0.0018	4e-04	-0.0018	0.0027	0.0013	0.0035	-0.001	-6e-04	0.0045	-6e-04	0.0017	0.0011	0.0044	4e-04	-0.001
HGDP00023	-0.0082	-0.0086	-0.0218	-0.0032	-7e-04	-0.0012	-0.0037	-0.0013	0.0077	-0.0155	0.0025	-0.001	0.0129	0.0019	0.0096	9e-04	-0.0072	-0.016	0.005	0.0013
HGDP00025	-0.0096	-0.0171	-0.0175	0.0052	0.0016	-0.0032	0.0024	0.0039	-0.0019	-0.0011	-4e-04	-0.0029	-0.0042	0.0024	4e-04	-0.0017	5e-04	0.0102	-0.0066	-0.0017
HGDP00029	-5e-04	-0.0048	-0.0077	-0.0055	-0.0042	0.0066	-0.0056	-0.0072	0.0031	-0.021	0.0243	-0.0151	0.0092	0.014	0.0116	8e-04	0.0051	0.0016	-0.0109	0.0153
HGDP00031	-0.0082	-0.0093	-0.0212	-0.0051	0.0033	0.0043	0.0032	0.0137	-0.0092	0.0058	-0.0156	0.0056	0.0013	0.005	-0.0024	-0.0071	-0.0024	0.0126	0.0058	-0.005
HGDP00033	-0.0092	-0.0087	-0.0321	-0.0022	-0.0011	7e-04	-0.0024	0.0051	-1e-04	-0.0026	-0.0075	2e-04	0.005	9e-04	0.0078	3e-04	-0.0047	0.0011	0.0025	0.003
HGDP00035	-0.008	-0.0062	-0.0245	-0.0097	0.0043	-7e-04	-0.003	-0.0048	-0.0082	0.0062	0.0069	-0.0187	0.0046	7e-04	0.0025	-1e-04	-0.003	4e-04	0.0031	-0.0015
HGDP00037	-0.0083	-0.0098	-0.0165	0.0063	0.0012	0.0047	8e-04	-0.0032	0.0077	-0.0153	0.0045	0.0052	0.0084	0.0029	0.0011	1e-04	-0.0041	-0.0069	0.0039	0.0013
HGDP00039	-0.0056	-0.0079	-0.0268	-0.0011	-0.0049	0.0071	-0.0043	-0.0041	8e-04	-0.0167	0.0062	0.0086	0.0045	-0.0078	-0.0132	0.0029	-0.0049	-0.0143	0.0035	0.0103
HGDP00041	-0.0076	-0.0096	-0.0067	0.013	-4e-04	0.0035	-0.0053	-0.0041	0.0061	-0.0151	0.0057	0.0013	-0.003	0.001	0.0012	-0.001	-0.0054	-0.0109	-6e-04	0.0051
HGDP00043	-0.0074	-0.0112	-0.016	-0.0016	0.0029	-0.004	0.0023	-0.0055	0.0081	-0.0105	0.0082	-5e-04	0.0058	-0.0024	-0.0016	0.0084	-0.0071	-0.0042	0.0056	0.0048
HGDP00045	-0.0076	-0.0151	-0.0193	-2e-04	2e-04	-0.0051	-0.0011	-7e-04	0.0015	-0.0018	0.0033	0.0055	-0.0026	-2e-04	-0.0037	-2e-04	-0.0035	-0.0022	-0.0034	3e-04
HGDP00047	-0.0086	-0.0076	-0.0239	-0.0026	0.004	-0.0014	6e-04	0.0053	0.0061	-0.0045	-0.0057	-0.0018	0.0063	0.0131	0.011	-0.0011	-0.0072	-0.008	0.0088	0.0036
HGDP00049	-0.0077	-0.0111	-0.0167	0.0073	0.0013	0.0023	0.0031	-0.0085	-0.0065	-4e-04	3e-04	-0.0018	0.0071	0.0041	3e-04	-0.0064	0.0034	0.0025	0.0041	-0.0014
HGDP00052	-0.0089	-0.0162	-0.0154	0.0013	-0.0014	-0.0041	-0.0054	0.0059	0.005	-0.0077	-0.0018	-0.002	0.0091	0.0012	0.0067	-0.001	-0.0062	-0.0019	7e-04	8e-04
HGDP00054	-0.0088	-0.0138	-0.011	-0.0044	-0.0016	-0.004	-0.0018	-0.0032	-0.002	-0.0023	0.0026	-0.0041	0.0024	-0.0022	0.0032	-4e-04	-0.0065	5e-04	-2e-04	0.0054
HGDP00056	-0.0061	-0.0151	-0.0213	0.0099	-0.0014	0.0028	-0.0042	-0.0014	0.0226	-0.0165	0.0143	-0.0111	0.0036	0.0166	0.0139	-0.0075	0.0086	0.0037	0.0018	0.0082
HGDP00057	-0.0021	-0.0042	-0.0083	0.0026	0.0031	0.0165	0.0123	-0.0012	-0.0038	0.0026	-0.004	0.0145	-0.0026	0.0077	-0.0024	0.0016	0.0117	-0.0051	0.008	0.0082
HGDP00060	-0.0033	-0.0105	-0.024	2e-04	-3e-04	-0.0068	0.0016	0.001	-0.0078	0.014	-0.0079	0.0021	-0.016	-0.0094	-0.0117	0.0061	-0.0018	0.0045	-0.0156	-0.0074
HGDP00062	-0.0095	-0.0115	-0.026	0.0025	-0.0039	-0.0045	-0.0057	0.0039	0.0034	-0.0067	-0.0043	-1e-04	0.0086	-0.0042	0.002	0.0023	-0.0103	-5e-04	-7e-04	0.0032
HGDP00064	-0.0092	-0.0167	-0.0273	0.004	-0.0011	-4e-04	-0.0023	0.0022	0.0052	-0.0086	3e-04	-0.0029	0.0012	0.0041	0.0054	0.0019	-0.0056	-0.0012	-0.0028	5e-04
HGDP00066	-0.0087	-0.0116	-0.0166	-0.0052	-0.0013	7e-04	-0.0017	-0.0051	-0.001	-0.0055	0.0072	0.002	0.0043	-0.003	-0.0047	-0.0018	-0.0013	6e-04	-0.0052	1e-04
HGDP00068	-0.0102	-0.0138	-0.0224	0.0091	0.0017	0	0.0085	0.0076	-0.012	0.0087	-0.008	0.0089	-0.0044	-0.0099	-4e-04	7e-04	-0.0072	-0.0014	0.0144	0.0024
HGDP00070	-0.0082	-0.0032	-0.0311	-0.0044	-6e-04	0.0038	-0.0014	4e-04	-0.003	0.0091	-0.0093	-1e-04	0.0011	-0.0064	-0.0025	0.001	2e-04	0.0025	0.0025	0.0023
HGDP00072	-0.0072	-0.014	-0.0174	0.0016	0.0025	0.0025	-0.004	0.0072	-0.0033	-0.0033	-0.0024	0.006	-0.0051	-0.0038	-0.0038	-0.0034	-0.0026	6e-04	-0.0039	-0.0014
HGDP00074	-0.0105	-0.0135	-0.017	0.0011	-0.0021	-9e-04	-0.005	0.0101	0.006	-0.0026	-0.0062	0.0047	0.008	0.0015	0.0023	7e-04	-0.0067	-0.0014	0.0083	-3e-04
HGDP00076	0.0025	-0.0076	-0.0099	0.0081	-0.0158	0.0352	-0.0128	-0.0198	-0.0128	-0.0261	-0.01	0.0088	0.0152	0.0192	0.0721	3e-04	-0.0052	-0.0286	0.0076	-0.0051
