ID1	ID2	IBD_CM_SUM
HG01063	HG01396	16.88814
HG00155	HG01133	5.098129
HG01063	HG01303	45.82601
NA20911	NA21111	6.29166
HG01131	HG01389	36.35887
HG00551	HG01177	14.50361
HG00109	HG00118	38.23498
NA19380	NA19428	7.566523
HG01944	HG02147	5.025513
NA19019	NA19316	11.68565
HG00109	HG00112	7.46524
NA20899	NA21088	20.13227
HG01599	HG01846	5.439606
HG01817	HG02394	17.77589
HG00731	HG01191	8.72921
NA19452	NA19463	22.24499
HG02603	HG03660	5.605118
HG01060	HG01161	22.90175
NA19092	NA19239	8.292969
HG00731	HG01456	5.492577
HG00345	HG02508	5.261002
HG01060	HG01079	29.55567
NA19019	NA19042	5.621429
HG01813	HG02186	12.16871
NA19661	NA19723	5.964197
HG01599	HG02133	6.2043
HG00551	HG01286	37.11137
HG00583	HG00614	5.540138
HG03848	HG03886	14.41536
HG00731	HG01173	15.52691
HG03848	HG03949	12.64794
HG01131	HG01369	24.97175
HG00171	HG00331	7.509096
NA20899	NA21105	9.701347
NA19019	NA19431	16.11891
HG00171	HG00327	25.74631
HG02019	HG02133	6.988708
HG01281	HG01357	22.59172
HG03974	HG04198	8.908012
NA19985	NA20294	13.99975
HG03974	HG04209	6.797012
HG00731	HG01064	21.91766
HG01060	HG01088	45.57493
NA19716	NA19723	10.17213
HG01131	HG01277	13.44488
NA19661	NA19774	5.03978
HG03615	HG04183	5.524933
NA19092	NA19144	5.487877
HG01060	HG01177	49.51363
HG02667	HG03048	11.39091
HG01134	HG01491	5.212646
NA19318	NA19350	24.62044
HG01389	HG01456	5.962463
NA19785	NA19786	24.24256
HG02343	NA19346	5.897461
NA20514	NA20795	31.5676
HG01077	HG01173	25.35027
HG01912	HG02095	17.28358
HG03687	HG03986	18.09427
HG00551	HG01162	22.49314
HG00551	HG00739	5.083029
HG02943	HG03190	5.524139
HG03687	HG03690	16.86914
HG00173	HG00266	33.28359
HG01077	HG01167	13.93235
HG00551	HG01173	17.69304
HG01167	HG01403	5.86446
NA19379	NA19403	5.135239
NA19394	NA19457	8.043158
HG02332	HG02554	5.350143
NA19318	NA19449	12.25124
HG01389	HG01444	7.060959
HG01167	HG01247	31.23752
HG02343	NA12750	5.907364
NA20772	NA20792	5.598236
HG03687	HG03894	5.842163
HG00551	HG00554	41.27726
HG02943	HG02953	5.319164
NA19019	NA19035	6.407791
HG02943	HG03198	13.89882
NA20772	NA20778	7.835772
HG00345	HG00346	21.59471
HG01131	HG01383	45.06541
HG00560	HG00614	6.304581
HG01149	HG01272	8.304588
HG03469	HG03473	5.534691
HG03367	NA19184	6.622589
NA21114	NA21130	112.2769
HG02688	HG03706	30.7061
HG01890	HG02308	8.463379
NA19041	NA19399	5.06781
HG01064	HG01302	33.99501
NA19355	NA19451	8.522133
HG00246	HG00261	13.4594
NA19355	NA19384	20.8347
HG02455	NA20341	15.88746
HG00844	HG02190	18.25752
NA20516	NA20785	21.26879
NA20516	NA20790	5.107285
HG02364	HG02410	21.95575
HG03021	HG03640	36.33957
HG02790	HG03491	24.44783
HG03736	HG03890	5.943825
HG02364	HG02409	6.862137
NA21114	NA21126	13.2408
HG02190	HG02407	15.90926
HG02688	HG02780	24.21945
HG00313	HG00337	9.359787
HG01256	HG01383	61.77609
HG02455	NA20289	16.88387
HG01405	HG01414	23.26634
HG01405	HG01412	41.36831
HG01524	NA19660	5.962784
HG03884	HG03887	10.53664
HG00177	HG00373	26.83893
HG03697	HG03991	7.17514
HG03697	HG03895	27.8527
HG00177	HG00323	5.972042
HG02574	HG02808	7.11087
HG01256	HG01438	55.22083
HG00557	HG00583	14.48576
NA19377	NA19390	11.59913
HG00306	HG00319	5.048952
HG00177	HG00187	12.01327
HG00319	HG00336	6.590399
HG01256	HG01700	5.915604
HG00177	HG00349	28.04539
HG00306	HG00328	14.15887
NA21090	NA21091	12.68237
HG01256	HG01362	20.93947
HG03190	HG03343	7.15419
HG01064	HG01094	19.60408
NA19713	NA20294	12.35578
HG01398	HG01402	39.88511
HG01070	HG01088	6.080042
HG01918	HG01977	5.934654
HG01088	HG01241	9.249439
HG02420	HG02455	11.25664
HG02315	NA18864	5.754356
NA20511	NA20521	14.90303
NA19041	NA19403	5.877579
HG01088	HG01198	31.21595
NA20511	NA20754	6.014175
HG00641	HG01064	19.85262
HG00641	HG01108	31.71445
HG02156	HG02388	15.18993
HG00731	HG01048	54.20671
HG03517	NA18910	7.575775
HG01281	HG01494	49.58347
NA20511	NA20529	6.683296
HG01890	HG02325	10.03047
HG02786	HG03708	8.512253
HG01097	HG01204	28.02411
HG01623	NA19795	8.990089
HG01070	HG01247	9.256149
HG01088	HG01405	18.70961
HG01149	HG01254	51.83033
NA20511	NA20752	6.792702
HG00641	HG01080	38.86198
NA19729	NA19773	12.8912
NA20509	NA20754	27.14191
HG03139	HG03267	20.31907
HG03021	HG03022	18.95925
HG01623	HG01766	6.505981
HG01072	HG01173	58.29826
HG01242	HG02232	6.41761
HG03643	HG03999	10.26516
NA20859	NA21089	22.82896
HG00736	HG01403	12.3877
HG01072	HG01104	11.76225
HG00272	HG00304	15.66673
NA18486	NA18522	7.035637
HG01980	HG01997	6.256721
HG00734	HG01308	41.4432
HG01807	HG01808	13.64936
HG01072	HG01312	45.94905
HG03854	HG04075	5.298965
NA20859	NA21110	19.01727
NA19321	NA19327	12.53419
HG00635	HG02122	5.110206
HG00272	HG00369	11.59949
NA20887	NA20901	5.094208
NA20902	NA21124	26.89666
HG00272	HG00323	23.51758
NA19321	NA19324	5.744602
NA19312	NA19347	11.03781
HG01133	HG01359	27.31033
HG00106	NA12777	10.55695
HG00736	HG01204	9.020496
HG00734	HG01049	15.64445
HG01072	HG01191	16.85944
HG01462	HG01997	5.261505
HG00271	HG00327	10.94108
NA21118	NA21141	16.26068
HG00271	HG00372	18.96097
HG00690	HG00705	5.390462
HG00271	HG00311	13.18316
NA18952	NA19078	5.529968
HG03837	HG03890	17.66932
NA18952	NA19007	8.723457
HG01072	HG01094	37.94189
HG00271	HG00273	7.210236
NA20859	NA20892	17.69823
HG01980	HG02147	12.43227
HG03643	HG03895	5.237762
HG01072	HG01107	7.526714
HG01878	HG02049	5.050278
NA18984	NA18993	5.507286
HG00448	HG00729	6.860329
HG00271	HG00380	5.176102
HG00326	HG00350	7.111696
HG01372	HG01375	27.83167
HG01256	HG01494	46.8053
HG00313	HG00382	16.97319
HG00282	HG00334	45.18103
HG02190	HG02356	8.501612
HG00177	HG00313	12.80533
HG00282	HG00319	5.706474
HG00177	HG00188	18.22102
HG03514	NA18870	7.370316
NA20846	NA21088	5.640335
HG00282	HG00384	6.621387
HG02051	HG02439	23.41988
HG03190	HG03268	5.437637
HG01465	HG01488	20.46434
NA19312	NA19454	19.43837
HG01256	HG01551	14.05069
HG00177	HG00268	16.07988
HG00313	HG00358	5.099274
NA20525	NA20542	6.490356
HG03697	HG03884	15.08166
NA21117	NA21122	12.92092
NA20503	NA20795	5.892984
HG00736	HG01325	45.64191
HG01133	HG01377	7.801594
HG01046	HG02186	32.30868
HG00177	HG00330	5.335281
HG01372	HG01947	11.16866
HG01242	HG01405	7.409981
HG00177	HG00290	21.86834
HG01112	HG01389	51.69767
HG00282	HG00339	5.694326
HG00282	HG00357	14.10844
HG03894	HG03950	30.90753
HG00309	HG00371	32.51085
HG01348	HG01362	15.29099
HG02317	HG02557	6.357027
NA18984	NA19084	5.099331
HG00272	HG00288	36.28593
HG01348	HG01384	5.326218
NA20863	NA20869	11.10615
HG01372	HG02002	5.698845
NA19312	NA19321	12.07609
HG01256	HG01351	49.7391
HG03367	HG03370	18.8455
HG00177	HG00185	32.72026
NA20525	NA20529	19.45822
HG00177	HG00190	6.660782
NA20525	NA20818	15.91244
HG00177	HG00183	7.271461
HG02771	HG02811	11.51674
HG01112	HG01136	16.17625
NA19466	NA19473	10.47313
HG01204	HG01405	7.662491
HG02262	HG02285	5.15712
HG03452	NA19713	7.679092
NA19338	NA19393	21.99528
NA20790	NA20815	24.47984
HG01139	HG01353	5.585785
HG01139	HG01360	5.210999
HG01177	HG01182	49.95047
HG01260	HG01281	52.01524
HG03691	HG03848	5.710545
HG02026	HG02047	5.102158
HG01260	HG01354	36.10561
HG01139	HG01498	6.171109
HG01260	HG01489	14.32851
HG01521	HG02239	5.961151
HG03691	HG03866	5.376228
HG01139	HG01271	6.608337
HG01031	HG02190	23.07055
HG01260	HG01700	5.001579
HG01139	HG01251	20.39306
HG01204	HG01241	11.70684
HG00245	HG00256	5.382912
HG01139	HG01383	23.91585
HG01187	HG01188	28.54303
HG01139	HG01447	33.02415
HG01139	HG01455	9.905548
HG01139	HG01281	19.25384
HG01204	HG01308	25.49116
NA19376	NA19379	5.177338
HG01073	HG01248	21.01405
HG03401	HG03583	5.671677
NA20510	NA20821	6.501709
HG01284	HG01550	13.1978
HG03091	HG03449	11.56309
HG03696	HG03698	5.850746
HG01284	HG01354	19.23987
HG01353	HG01479	32.95642
HG02046	HG02113	5.587498
HG01139	HG01357	13.37464
HG01110	HG01170	12.72538
HG01073	HG01188	21.64853
HG00463	HG00530	40.99189
HG02363	HG02392	5.972527
HG00179	HG00282	21.45558
HG01110	HG01325	23.37993
HG01139	HG01362	17.61281
HG01110	HG01302	19.56257
HG01110	HG01161	19.76139
HG03225	HG03567	5.077522
HG03854	HG03944	6.35994
HG00271	HG00306	27.89503
HG01073	HG01303	63.50736
HG01073	HG01396	37.03103
NA20859	NA21088	6.944763
HG01889	HG02511	5.527405
HG03063	HG03451	10.17611
NA18910	NA18915	5.501343
HG03837	HG03846	12.62184
HG01360	HG01372	5.192741
HG01360	HG01624	6.092854
HG01187	HG01191	36.10275
HG01073	HG01089	55.65145
HG03837	HG04210	21.28784
HG01284	HG01372	21.90022
HG00271	HG00309	6.641983
HG00271	HG00313	5.299599
HG01938	HG02272	5.421249
HG02675	HG02885	9.578702
HG03886	HG03999	10.17998
HG01102	HG01241	11.79007
NA19316	NA19431	10.94105
HG03123	HG03190	5.336418
HG01102	HG01198	18.16967
NA21126	NA21137	20.62298
HG03645	HG03894	37.0281
HG01253	HG01479	23.19588
HG01797	HG01804	8.280075
NA21126	NA21133	44.23136
HG01253	HG01492	23.98114
HG02973	HG03515	5.043396
HG01354	HG01383	30.75803
NA19323	NA19471	12.3143
HG03689	HG03691	5.742626
HG03645	HG04107	6.793419
HG01464	HG01474	6.723125
HG01464	HG01495	17.50199
HG00176	HG00331	14.07838
HG03123	HG03175	16.98901
HG01102	HG01167	13.67156
HG03157	HG03311	6.859406
HG00107	HG00113	5.461121
NA20518	NA20790	10.11397
HG03118	HG03159	5.063461
NA19026	NA19347	222.4246
NA19440	NA19449	5.355211
NA20845	NA20891	33.51061
NA21107	NA21117	19.06305
NA21088	NA21089	34.88227
NA19026	NA19374	7.354675
NA19316	NA19440	5.355211
NA18969	NA19056	6.45784
HG00851	HG02410	5.68467
HG02445	HG02485	6.1705
HG00341	HG00375	14.69056
HG01468	HG01489	67.50631
HG01354	HG01443	19.00467
HG01113	HG01269	143.7063
HG03744	HG03870	8.442818
NA21107	NA21113	10.60974
HG00189	HG00350	10.90735
NA18950	NA18964	5.721977
HG03691	HG03990	7.200654
NA19440	NA19448	5.567261
NA19171	NA19223	13.40901
HG01853	HG02522	11.64075
HG01848	HG02085	6.14679
HG01119	HG01485	5.009407
NA20582	NA20785	5.250351
HG01119	HG01134	12.48811
NA19185	NA19200	45.1217
NA19316	NA19449	23.18036
HG00189	HG00358	11.10286
HG01468	HG01495	17.76769
HG01119	HG01465	18.37477
HG02946	HG03189	7.872894
HG00879	HG01804	7.883878
NA18982	NA19081	5.24868
HG01260	HG02252	8.328201
HG01260	HG01277	33.75199
NA21108	NA21110	6.732788
HG02371	HG02407	14.80925
NA18553	NA18645	5.262573
HG02076	HG02085	5.181
HG01403	HG01405	49.34767
HG03691	HG03949	8.137424
HG01177	HG01204	11.47799
NA20856	NA21103	5.653927
NA20504	NA20772	23.28993
HG01521	HG01624	7.698494
HG00341	HG00367	5.9841
NA20845	NA20890	5.367722
HG03792	HG04227	5.262299
NA19316	NA19434	106.4884
HG01444	HG01447	34.85786
HG02946	HG02971	5.043198
HG01067	HG01164	26.9383
HG02774	HG03491	10.43165
HG03120	HG03351	5.278702
HG03380	HG03479	22.98507
NA20507	NA20775	37.28448
HG01572	HG02275	5.281116
NA20896	NA21111	5.239273
HG02888	HG02895	5.520538
HG01572	HG02271	5.740913
HG02047	HG02057	5.756004
HG00183	HG00321	6.639771
HG00185	HG00313	12.85073
HG01257	HG01356	34.46523
HG03472	HG03565	5.518837
HG00185	HG00326	16.44368
HG02282	NA20357	14.48333
HG00117	HG00121	7.260803
HG00637	HG01247	35.25225
NA19023	NA19042	18.90854
HG01572	HG01980	5.6772
HG01066	HG01098	52.46811
HG01572	HG01938	5.45536
HG01879	HG02496	19.15062
HG03127	HG03172	6.911728
HG01257	HG01464	25.46072
HG01066	HG01286	26.96012
NA19023	NA19456	36.36454
HG00183	HG00185	15.55934
NA20896	NA21133	5.780792
HG00183	HG00318	6.863968
NA20761	NA20821	5.554352
NA21104	NA21113	25.90023
HG00657	HG00662	38.80354
HG01809	HG02187	7.162323
HG00637	HG01204	34.59521
HG03120	HG03521	5.342636
HG03237	HG03767	6.172501
NA19320	NA19350	9.411888
NA20786	NA20822	6.68502
HG00183	HG00282	26.83573
HG01809	HG02182	5.668777
NA18947	NA18989	7.122314
HG01066	HG01108	11.58835
HG00183	HG00336	6.606167
NA21104	NA21126	10.62807
HG00637	HG01055	29.53981
HG00185	HG00349	22.279
HG00190	HG00268	5.487045
NA19651	NA19725	12.45477
HG00183	HG00266	15.76817
NA19037	NA19383	19.53792
HG00237	HG00243	5.350998
HG00318	HG00380	9.24966
HG00637	HG01182	8.130005
HG01066	HG01105	21.76255
HG00183	HG00380	8.663605
HG01896	HG02317	5.314868
HG01504	HG01518	10.46148
NA20531	NA20752	8.027653
HG00183	HG00285	37.841
HG02973	HG03518	18.33307
HG01066	HG01161	17.55454
HG00637	HG01241	8.459648
HG01797	HG01815	9.004269
HG01066	HG01089	30.27993
HG00183	HG00186	19.39062
HG00107	HG00115	44.54789
NA19028	NA19394	22.45562
HG00445	HG00472	9.060043
HG01809	HG02402	12.85631
NA19037	NA19321	6.89048
HG02973	HG03280	7.399788
NA20533	NA20826	7.297012
NA19037	NA19355	11.05051
HG01168	NA19773	5.408546
NA20533	NA20754	5.088882
HG00234	HG00262	11.54155
NA19651	NA19682	8.126411
HG01113	HG01271	5.774055
HG02973	HG03123	20.46099
NA19037	NA19374	60.11818
HG00107	HG00109	14.08821
NA19717	NA19761	6.775208
NA21104	NA21124	5.472354
HG00148	NA12828	8.732941
HG01102	HG01168	9.124603
NA20533	NA20587	14.51844
HG01168	HG01198	5.467163
HG01168	HG01191	20.12299
HG00176	HG00382	12.84548
HG02973	HG03190	8.281639
NA19323	NA19473	12.25861
HG01102	HG01110	18.47377
HG01896	HG02481	11.14852
NA19028	NA19403	7.602303
NA19028	NA19350	9.898219
NA21126	NA21127	15.60009
HG02973	HG03517	10.09984
HG03084	HG03557	23.74144
HG02973	HG03114	8.092896
HG01102	HG01108	5.700516
HG00689	HG01800	5.161003
HG01047	HG01072	18.50031
NA20758	NA20759	5.279491
HG01047	HG01110	5.587662
HG01047	HG01073	7.973465
HG01351	HG01551	20.927
HG03175	HG03190	8.664597
HG03175	HG03367	5.546623
HG03385	HG03388	5.539017
HG00409	HG00422	11.29112
NA20543	NA20773	5.659939
NA19437	NA19468	5.15419
HG01923	HG01980	11.24924
NA20849	NA20871	13.0453
NA19062	NA19084	5.194866
NA18954	NA18963	5.968033
HG00689	HG00701	23.49168
HG03175	HG03265	67.6737
HG02372	HG02407	14.73877
NA18954	NA18956	5.813015
NA18954	NA19056	6.22435
NA19020	NA19446	6.121887
NA18959	NA19081	5.22192
HG01047	HG01173	8.143738
HG03432	HG03439	7.012604
HG03268	HG03343	5.395134
HG03097	HG03461	6.561096
HG01047	HG01190	14.32031
HG01047	HG01312	19.61146
HG01923	HG02425	11.16472
HG03058	HG03069	26.63175
HG02780	HG03019	23.92549
HG02780	HG03705	13.25368
HG02275	HG02301	11.34828
NA20529	NA20533	29.12331
HG03900	HG03944	20.72199
NA19310	NA19397	16.14273
HG01130	HG01257	47.06963
HG01047	HG01049	15.13632
HG01130	HG01369	15.7891
HG01047	HG01205	18.87556
HG00110	HG00117	17.53921
NA18959	NA18982	7.847027
HG01363	HG01479	62.30832
HG01130	HG01378	35.85111
HG03887	HG03949	11.90148
NA18507	NA19189	13.05698
NA19096	NA19213	8.683823
HG01583	HG03634	10.88409
HG02050	HG02133	6.884083
HG02953	HG03118	5.063461
NA20529	NA20752	41.90524
NA20529	NA20542	12.75404
HG03298	HG03515	7.968201
NA18508	NA18915	7.859436
NA20529	NA20792	14.11929
HG03120	HG03130	15.34571
HG01048	HG01200	18.06595
HG03887	HG04227	6.830288
NA19310	NA19394	7.688194
NA19320	NA19378	5.129089
NA20581	NA20586	16.59004
HG02282	HG02332	17.25465
HG01048	HG01396	6.855564
NA18909	NA19143	7.808334
HG00185	HG00321	11.02363
HG02108	HG02309	12.51222
NA20529	NA20587	5.315689
HG01171	HG01393	12.7704
HG00185	HG00365	12.86887
HG03693	HG03944	5.899094
NA19328	NA19468	11.96236
HG03693	HG03698	5.641314
HG01866	HG02084	18.19579
NA20876	NA21119	5.060188
NA20876	NA21106	5.143097
HG01277	HG01281	50.84426
HG03786	HG04026	17.35808
NA20502	NA20513	10.78792
HG01271	HG01272	5.099403
NA20876	NA21115	16.78575
HG02104	HG02299	7.932114
NA20889	NA21126	11.48255
HG02923	HG03105	15.73612
NA20502	NA20815	5.480721
NA18993	NA19084	5.194866
HG01277	HG01437	15.9651
NA20528	NA20801	11.40881
HG03280	HG03311	30.06784
HG01080	HG01396	29.98582
HG03073	HG03461	6.672653
HG00330	HG00356	5.126251
HG01277	HG01280	21.04315
NA19043	NA19351	10.83217
NA18993	NA19062	7.569786
HG02923	HG03172	7.512417
NA19043	NA19313	5.447601
NA19314	NA19770	6.579872
NA19043	NA19331	11.63403
HG01954	HG02147	5.305954
HG01808	HG02380	6.407459
HG02703	HG02852	166.4688
NA19328	NA19399	7.007996
HG00982	HG02165	7.174194
HG02703	HG02896	17.89465
NA21119	NA21141	14.15825
HG01866	HG02141	5.325241
HG01280	HG01360	14.33274
HG03871	HG04054	5.749367
HG01280	HG01284	7.44776
HG03163	HG03300	13.48508
NA21119	NA21135	45.85112
HG03442	HG03445	7.485764
NA19384	NA19438	5.441177
HG03280	HG03343	5.715309
HG00290	HG00343	7.078003
HG03270	HG03300	23.46849
NA19685	NA19723	7.270289
HG00351	HG00379	11.00611
HG01612	HG01783	20.43435
HG02182	HG02187	6.800919
HG00290	HG00338	6.0956
HG01080	HG01089	34.61693
NA19461	NA19462	5.200615
NA18966	NA18975	5.28802
HG01280	HG01437	21.64246
NA19031	NA19403	8.994995
NA19043	NA19439	10.57599
HG02923	HG03199	5.213387
NA19308	NA19467	68.48982
HG01080	HG01393	72.55768
HG00335	HG00378	13.2706
HG00864	HG02379	5.792289
HG03760	HG03887	7.036167
HG03698	HG03738	6.887157
NA19383	NA19436	28.36302
HG01080	HG01247	39.21185
NA19317	NA19324	12.97431
NA19017	NA19027	6.353905
NA19043	NA19372	26.17905
HG01356	HG01556	22.47171
HG01098	HG01164	27.98946
HG00864	HG02353	16.50938
NA21105	NA21106	5.562317
NA19043	NA19431	18.12477
HG00864	HG02153	5.254893
NA19031	NA19377	10.96361
HG03279	HG03300	10.19289
HG03168	HG03511	5.839842
HG00864	HG00881	39.04735
HG01522	HG01608	5.269141
HG00330	HG00364	23.67684
HG00864	HG02374	9.117592
HG01872	HG02128	12.58318
NA19031	NA19430	5.616951
HG02382	HG02410	12.71097
NA19043	NA19445	6.088562
NA19031	NA19439	15.42181
HG00335	HG00367	33.36108
NA19383	NA19394	48.36925
HG03760	HG04227	6.137295
HG01939	HG01997	14.07177
HG03914	HG04153	6.854275
HG00290	HG00342	32.76668
NA19017	NA19475	6.470032
HG00330	HG00371	7.677982
HG03052	HG03391	7.354675
HG01923	HG02104	5.693588
HG03830	HG04194	11.34694
NA06986	NA12750	5.022522
HG01923	HG01961	5.957108
HG01351	HG01363	42.05536
HG01359	HG01377	6.642757
HG01351	HG01359	19.62484
NA21100	NA21113	5.196846
HG00339	HG00356	5.350746
NA21101	NA21122	5.345215
NA18954	NA18969	7.029625
NA19072	NA19078	5.196201
HG01923	HG01951	5.413559
HG00365	HG00372	18.85014
HG03078	HG03446	5.646912
HG03097	HG03556	5.343033
HG03198	HG03511	14.5359
HG00141	NA12005	5.058029
HG00375	HG00383	13.87512
HG03112	HG03351	6.848434
HG03378	HG03571	12.685
NA06986	NA11931	5.228635
HG03660	HG03705	6.580223
HG03109	HG03352	40.31931
HG00102	HG00113	33.21488
HG00102	HG00125	63.26237
HG03109	HG03366	81.4684
HG01783	HG01784	47.36135
HG03851	HG03894	5.479111
HG03169	HG03189	16.16041
HG01359	HG01489	41.95202
HG03846	HG04107	6.649803
HG02155	HG02190	5.831299
NA19375	NA19454	10.35651
HG01746	HG02239	5.941559
NA19307	NA19449	29.33123
HG03559	HG03572	5.410572
HG02611	HG02645	41.57567
HG00339	HG00368	8.490456
HG02679	HG03049	6.152542
HG02611	HG02643	24.062
HG01810	HG02372	7.333677
NA19328	NA19350	5.306598
HG01271	HG01384	6.381927
HG00102	HG00116	20.68498
HG01806	HG02188	44.41225
HG03052	HG03478	5.827198
HG01183	HG01241	5.677265
HG01271	HG01357	19.0657
HG00159	NA12341	5.398079
HG01277	HG01459	19.20697
HG00464	HG02032	5.6325
NA19675	NA19722	8.911682
HG03109	HG03163	12.69382
NA19675	NA19719	16.81547
NA18876	NA19146	8.987961
HG02923	HG03126	5.750385
NA20889	NA20902	5.249336
HG00102	HG00120	25.00132
NA20876	NA21102	18.86808
NA20876	NA21110	22.62065
NA19328	NA19385	6.612385
HG03419	HG03461	14.47227
HG01271	HG01360	7.200806
HG02104	HG02272	22.29716
HG01926	HG02274	5.345612
HG00357	HG00382	14.81875
HG00102	HG00117	31.04314
HG01271	HG01479	28.8991
HG00371	HG00383	22.27285
NA19399	NA19474	8.490234
HG02107	HG03455	8.527084
HG03060	HG03209	5.793446
HG02187	HG02402	6.036652
HG02728	HG03660	20.07153
NA19372	NA19448	5.201607
HG00368	NA12045	5.159073
HG01815	HG02372	5.672478
HG03199	NA19214	12.04736
NA19399	NA19440	11.35138
HG01863	HG02139	6.475662
NA19372	NA19428	5.807625
NA12154	NA12156	5.195007
HG03354	NA18870	36.77937
NA19025	NA19043	11.65723
NA19347	NA19372	7.59977
NA19372	NA19461	6.62072
HG02537	HG03109	6.014786
NA19463	NA19467	5.977623
NA19009	NA19077	6.635246
HG02356	HG02399	5.496834
HG03162	HG03280	13.09426
NA19031	NA19468	14.55309
HG01272	HG01357	33.28339
HG00864	HG02396	6.723076
NA20512	NA20543	19.31147
NA19031	NA19446	15.19803
NA20512	NA20589	8.124588
HG03313	HG03366	7.919971
HG00864	HG02363	12.01299
HG03267	NA19200	5.320786
HG00119	HG00121	22.35772
HG01098	HG01108	7.659317
HG01092	HG01413	15.266
NA20867	NA21117	6.025612
HG02851	HG03061	7.26442
HG01272	HG01389	26.5856
HG01098	HG01395	42.86773
NA19378	NA19404	5.923447
NA20867	NA21107	5.38401
HG02314	HG02332	5.500557
NA20867	NA21126	10.83407
NA19117	NA19248	5.101273
HG02314	HG03547	5.464523
NA12341	NA19713	5.768372
HG01098	HG01323	8.262772
HG01272	HG01353	24.7841
HG01914	HG02508	6.574631
HG03064	HG03082	6.267303
HG03267	HG03367	5.842323
NA20506	NA20826	34.70187
HG02008	HG02272	5.438683
NA19030	NA19374	5.9375
NA19327	NA19355	8.998398
HG03473	HG03478	13.29802
HG01914	HG02283	9.629578
HG00097	HG00112	11.24111
HG02511	HG02549	47.43037
HG03439	HG03449	74.92977
NA19042	NA19440	5.150635
NA19327	NA19449	5.611313
HG03433	HG03548	11.07224
HG01961	HG02104	8.352722
NA20506	NA20538	5.190277
HG02938	HG03108	9.322636
HG00097	HG00121	12.59322
NA19431	NA19439	5.169487
NA18961	NA19004	6.883789
HG01799	HG02407	5.158691
HG03313	HG03342	13.99966
HG03199	HG03352	6.568489
NA19042	NA19451	5.692627
HG02545	HG02546	7.916698
NA19431	NA19452	5.816666
HG03382	HG03460	7.186081
HG00097	HG00120	18.85181
HG03133	HG03189	5.062424
HG00364	HG00376	12.81918
NA20821	NA20827	12.06738
NA19399	NA19403	5.077423
NA19113	NA19146	19.3298
HG03199	NA19143	6.024796
HG00364	HG00366	33.49056
HG02728	HG02774	11.63678
HG01883	HG03112	5.670059
HG03133	HG03279	6.757172
HG03478	HG03485	5.132187
HG03060	HG03394	19.93272
HG01029	HG02185	5.29248
HG03458	HG03548	5.743176
HG02107	HG02541	9.092636
NA21094	NA21106	12.0881
HG01029	HG02151	5.309381
HG01815	HG02371	7.004875
HG03077	HG03472	5.559788
HG00759	HG00978	71.0547
HG01303	HG01976	10.9753
HG00171	HG00357	20.95637
HG00171	HG00285	6.052032
HG00282	HG00331	5.295197
HG00325	HG00338	6.750504
HG03437	HG03446	5.072777
HG00320	HG00324	6.05452
HG02763	HG03049	10.20366
HG00171	HG00282	33.09662
HG01804	HG02392	7.537811
HG00282	HG00284	6.634415
HG00273	HG00337	10.81593
HG00282	HG00350	5.254379
HG00320	HG00378	5.349628
NA21089	NA21123	30.13615
NA20515	NA20764	22.0202
HG00766	HG02392	5.101776
HG01058	HG01083	7.960497
HG02784	HG03705	37.7042
HG02727	HG03640	5.704384
HG01846	HG01847	5.66861
HG03750	HG03943	5.945641
HG03750	HG03851	14.56891
HG01846	HG02047	12.1943
NA19309	NA19475	18.0408
HG00187	HG00285	24.72997
HG01811	HG01813	45.6197
HG00288	HG00362	5.667938
HG01997	HG02104	8.07127
HG00171	HG00382	7.554077
HG01269	HG01374	28.92524
NA21089	NA21100	11.8835
HG01142	HG01148	27.24607
NA19332	NA19390	5.940323
HG01125	HG01606	5.297897
HG01269	HG01350	52.07743
HG01125	HG01456	25.47163
HG00759	HG00864	14.80239
HG01953	HG02272	5.241592
HG01269	HG01345	38.77275
HG01058	HG01182	41.9197
HG01953	HG02292	5.570297
HG01058	HG02298	5.449104
HG00282	HG00361	20.08415
HG01058	HG01105	6.404316
HG00320	HG00382	6.189281
HG02635	HG03049	5.827705
HG01058	HG01089	39.0112
HG01260	HG01269	27.25438
HG01142	HG01479	19.96762
NA19309	NA19439	11.44999
NA21089	NA21112	14.87474
HG01250	HG01378	11.10022
HG00288	HG00358	33.48989
NA20540	NA20805	8.843498
HG02360	HG02390	5.167107
HG01055	HG01695	5.220596
HG03380	HG03548	7.608673
HG00449	HG00451	30.42012
HG03681	HG04158	5.058578
HG00638	HG01055	12.69035
HG03953	HG04035	24.42477
HG01125	HG01345	13.55634
NA19393	NA19394	11.71931
HG01596	HG02020	5.088799
HG01250	HG01372	26.01525
HG01250	HG01272	25.86532
HG01260	HG01357	30.09682
HG02151	HG02154	7.245686
NA19309	NA19318	10.16386
HG01596	HG02058	6.346603
NA20587	NA20761	6.145147
NA19403	NA19438	30.66274
HG01205	HG01491	8.922932
HG01191	HG01395	50.27825
HG01861	HG01873	7.968124
HG00285	HG00336	10.90314
HG01260	HG01345	44.93719
NA19350	NA19395	7.265644
HG00638	HG01197	5.065628
HG00638	HG01198	16.62546
HG00638	HG00732	23.0632
NA11918	NA12814	11.97938
HG01260	HG01362	7.54525
HG00638	HG01085	6.607928
HG00176	HG00284	24.44136
HG01205	HG01398	11.30043
HG00638	HG01161	12.22718
HG00638	HG01286	30.2211
HG01148	HG01550	11.63025
