ID1	ID2	IBD_CM_SUM
HG03385	HG03436	6.099335
HG02151	HG02155	7.131828
HG01885	HG02470	6.474106
HG01082	HG01312	39.7887
HG00978	HG02184	19.58204
HG01148	HG02425	8.066711
HG00269	HG00350	5.795009
HG01148	HG01348	19.41406
HG00638	HG01171	13.89314
HG01148	HG01464	15.81987
HG03385	HG03571	5.25795
HG01205	HG01342	5.431656
NA19731	NA19735	14.27853
HG01082	HG01098	17.52984
HG02799	NA19664	5.510506
NA18953	NA18974	5.033112
HG02635	HG02810	12.0807
HG03193	HG03311	6.336597
HG02645	HG02896	7.013763
HG00638	HG01064	15.18427
HG03885	HG03950	11.41117
NA19350	NA19385	5.249252
HG01260	HG01275	14.83189
HG01148	HG01444	7.860382
HG03872	HG04211	26.65154
HG01183	HG01248	24.56722
NA19184	NA19198	6.848169
NA19350	NA19457	17.04914
HG02364	HG02373	13.59314
HG00733	HG01108	6.566449
HG00269	HG00346	18.44485
NA20521	NA20790	11.5761
HG00285	HG00361	12.66892
HG03786	HG04076	5.130257
NA20516	NA20765	5.174316
NA19350	NA19468	12.80333
HG00269	HG00281	13.37494
HG03836	HG03900	18.76838
HG00269	HG00278	17.1907
HG01148	HG01954	5.785498
HG03772	HG03773	17.53296
HG00143	HG00148	52.96992
HG02285	HG02301	10.46396
HG02645	HG02675	6.336281
HG00269	HG00276	7.696146
HG03772	HG04017	5.605629
HG02684	HG03706	46.27189
HG02684	HG03016	5.245483
HG00733	HG01248	32.8174
HG02684	HG03663	11.15975
NA21103	NA21143	17.58028
HG01459	HG01491	35.8186
HG02364	HG02381	13.79359
NA20798	NA20807	5.024532
HG03729	HG04019	5.045959
NA19351	NA19428	5.996887
HG03741	HG03943	8.938207
NA19351	NA19430	16.30308
HG00231	HG00252	5.709641
NA19351	NA19378	5.284997
HG01241	HG01396	22.52349
HG00269	HG00339	5.627134
HG02284	HG02477	5.037634
HG00733	HG01077	22.67956
HG02684	HG02793	30.23905
NA20518	NA20525	9.709293
HG03741	HG03890	7.112043
NA20518	NA20819	8.194687
NA19395	NA19397	5.909534
HG01241	HG01393	6.010128
NA21091	NA21102	14.12078
NA19351	NA19435	5.297043
NA20526	NA20806	6.738831
HG01700	NA19663	5.092026
HG03692	HG03738	21.60358
HG01124	HG01256	15.19572
HG01124	HG01495	17.68211
HG00651	HG00689	6.999649
NA20851	NA20853	5.208084
NA21103	NA21126	7.130783
NA19921	NA20320	10.68352
HG00728	HG00729	14.56583
HG02684	HG03022	12.85538
HG01241	HG01242	5.272015
HG01124	HG01369	5.691055
HG01459	HG01485	5.789413
HG02684	HG03705	5.056351
HG01104	HG01200	5.485214
HG02364	HG02372	11.11473
HG02070	HG02081	5.222794
HG02684	HG03018	13.85398
HG01259	HG01459	29.62865
HG01085	HG01094	29.77553
HG01085	HG01176	12.90257
HG02968	HG03279	16.7872
NA19454	NA19467	7.352715
HG03499	HG03521	6.315113
HG01085	HG01302	20.96865
HG01308	HG01395	49.49208
HG01124	HG01489	14.40326
HG01259	HG01348	28.50742
HG00632	NA18748	5.1884
HG01085	HG01308	6.273609
HG00732	HG01393	8.310253
HG00732	HG01077	42.08783
HG01241	NA19901	6.031761
HG00742	HG01085	7.724939
HG01124	HG01353	12.15097
HG00732	HG01108	11.86256
HG02676	HG02888	6.044868
HG01198	NA19658	5.328819
HG01124	HG01133	7.044754
HG01241	HG03195	5.123005
HG01140	HG01363	9.113083
HG01137	HG01495	11.70813
HG00280	HG00364	5.226539
NA20869	NA20888	24.97058
HG01357	NA19652	5.037052
HG03752	HG03756	16.21666
HG01137	HG01468	41.10255
HG01357	HG01485	33.36055
NA19434	NA19435	6.483856
HG02252	HG02301	5.757935
HG01140	HG01438	23.3384
NA19434	NA19437	34.15744
HG01095	HG01205	21.1321
HG01308	HG01403	75.29864
HG03692	HG03968	5.745178
HG01843	HG02061	6.117649
NA20869	NA21110	5.5566
HG01550	HG01556	5.168201
NA19395	NA19457	7.265644
HG00274	HG00285	15.04393
HG00732	HG01248	25.77876
HG01104	HG01311	27.51782
HG00178	HG00190	12.38267
HG01932	HG01968	8.545052
HG02323	HG02485	19.86126
HG01137	HG01359	12.55641
HG00181	HG00310	5.524033
HG03756	HG03990	5.00885
HG01131	HG01550	11.26779
HG01438	HG01551	6.665565
NA19346	NA19397	5.909534
NA20869	NA21130	6.332596
HG02583	HG02716	7.764
NA20902	NA21093	14.05819
HG00277	HG00381	5.216728
HG03736	HG03745	12.48224
NA20875	NA21107	34.20293
HG01095	HG01248	5.419495
HG00553	HG01162	24.35972
HG03714	HG03875	5.487045
HG00181	HG00343	11.88492
HG01131	HG01140	15.16458
HG01095	HG01102	18.38058
NA19346	NA19360	8.889557
HG03736	HG03846	12.42232
HG03875	HG04235	6.223541
HG00180	HG00268	6.938248
NA21110	NA21137	11.25375
HG00553	HG01064	19.32603
HG03754	HG03851	6.018059
HG01095	HG01170	39.90911
NA18489	NA19141	5.097485
HG00180	HG00323	10.17905
HG00274	HG00360	14.002
NA21102	NA21110	8.145721
HG00186	HG00325	24.47675
HG00274	HG00342	5.762529
HG00186	HG00324	12.73233
HG00280	HG00318	12.71949
NA20875	NA21110	15.71975
HG01137	HG01149	61.8685
HG00350	HG00351	7.377716
HG00365	HG00367	7.410736
HG01200	HG01325	38.83344
NA18871	NA19207	11.98892
HG02130	HG02134	8.147686
HG03736	HG03951	5.105873
HG01867	HG02067	7.143753
HG01474	HG01556	13.74888
HG00275	HG00308	11.65216
HG02477	HG02489	18.90497
HG00180	HG00355	15.96053
HG00178	HG00329	19.41781
NA19346	NA19350	17.81128
HG01095	HG01110	19.4226
HG01137	HG01377	22.22306
HG02573	HG02610	21.07724
NA19401	NA19404	26.49995
HG00277	HG00368	11.56925
NA19401	NA19431	6.485176
HG01049	HG01398	7.231369
NA20902	NA21094	6.756592
HG01896	HG02427	6.459625
HG02971	HG03169	8.498581
NA20892	NA21133	14.59147
NA19346	NA19431	5.028175
HG00328	HG00353	5.497227
NA20861	NA20867	5.413773
HG02439	NA19375	5.207535
HG01049	HG01200	14.84813
NA20892	NA21099	5.523567
HG03391	HG03461	5.971527
NA20771	NA20827	5.693958
NA20336	NA20346	9.211792
HG01896	HG02505	6.048872
HG03410	HG03583	6.717941
NA20544	NA20753	5.443352
HG01161	HG01286	46.49739
HG01161	HG01190	21.22587
HG01049	HG01190	35.39527
HG00310	HG00323	6.229275
NA21102	NA21112	18.82934
HG00310	HG00320	5.616305
HG02439	NA19171	5.249725
HG00310	HG00367	6.555649
HG03736	HG03989	5.96616
HG03271	HG03304	12.25339
NA19401	NA19451	8.09185
NA20875	NA21094	17.52161
HG00180	HG00371	7.652718
HG01131	HG01139	11.40808
NA19819	NA20334	5.167572
HG00310	HG00381	6.227238
NA19385	NA19468	9.429977
NA20770	NA20805	6.328323
NA19346	NA19457	7.863186
HG03271	HG03291	12.75444
HG00553	HG01248	40.66885
HG02971	HG02977	13.14613
HG03271	HG03351	6.435585
HG00310	HG00343	5.117294
HG00233	HG00253	13.84898
HG03778	HG04060	5.599091
HG00311	HG00342	13.74475
HG01079	HG01402	14.18643
HG00641	HG01104	49.91228
HG01254	HG01513	5.220146
HG02002	HG02260	33.93622
HG00641	HG01241	10.83656
NA19397	NA19452	5.168289
HG02185	HG02397	5.779984
HG00641	HG01402	16.89118
HG00311	HG00376	17.09731
HG00458	HG00533	20.43105
NA20505	NA20798	5.080803
HG01286	HG01323	14.16727
HG01079	HG01303	17.52492
HG00739	HG01164	7.712173
HG01049	HG01177	17.77217
HG00739	HG01241	5.711357
HG03391	HG03419	8.285703
HG01414	HG02146	6.821167
HG00739	HG01182	5.492165
NA19445	NA19451	5.625347
HG01079	HG01105	36.60608
HG01080	HG01524	5.368267
HG00641	HG01205	35.1398
HG03081	HG03439	8.800789
HG02970	HG03300	45.01607
HG02461	HG02610	15.84604
HG01079	HG01257	6.952396
HG01049	HG01066	29.68524
HG02461	HG02645	11.71513
HG01049	HG01403	9.845604
NA20505	NA20541	6.904219
HG01161	HG01761	6.325485
HG02461	HG02643	19.388
HG02461	HG03246	6.694489
HG01080	HG01682	5.559765
HG02970	HG03109	9.638763
HG00114	HG00122	11.27294
HG00334	HG00375	6.847124
HG01447	HG01606	5.297897
HG01794	HG02380	16.53
HG03212	HG03449	14.45317
HG00740	HG01241	8.75452
HG03212	HG03461	9.137617
NA20853	NA21115	5.161163
HG03224	HG03401	5.834373
HG00356	HG00378	13.09147
HG02688	HG02789	18.92754
HG01284	HG01497	39.37255
HG02185	HG02389	5.721817
HG03212	HG03469	5.196205
HG01312	HG01326	22.77417
HG02944	HG03279	11.43065
HG01527	NA19682	7.339401
HG01794	HG02351	5.562043
HG02461	HG02642	25.30149
HG01257	HG01366	25.54585
HG01257	HG01456	31.99687
HG01079	HG01248	33.66916
HG01079	HG01968	7.243713
HG01257	HG01325	6.778368
HG00641	HG01052	27.59699
HG00641	HG01063	45.70671
HG01079	HG01171	20.05679
NA20532	NA20822	12.49718
HG03382	HG03478	5.674578
HG00641	HG00734	23.32626
HG01455	HG01497	26.20969
HG01302	HG01413	14.389
HG03212	HG03577	7.420841
HG00628	HG02019	6.292435
HG01257	NA19755	5.688948
HG02628	HG02716	5.318832
HG03850	HG03943	9.375031
HG01680	NA19795	5.455078
NA19397	NA19457	13.38201
HG00244	HG00256	5.450283
NA19835	NA20357	6.281146
HG00536	HG00625	5.979614
NA19027	NA19401	5.682281
HG02688	HG03705	15.36491
HG00867	HG01031	42.68705
HG03738	HG03854	24.57656
HG02554	NA19982	5.104095
HG02688	HG02792	49.31906
HG00284	HG00343	13.45284
HG00867	HG02406	7.877533
HG03054	HG03479	6.532345
HG00355	HG00381	11.38256
HG01312	HG01403	27.71863
HG00278	HG00338	11.67147
HG03738	HG03950	5.565933
NA19471	NA19473	11.99752
HG00278	HG00281	5.859955
HG00867	HG01807	7.189705
HG01801	HG02153	97.18372
NA19312	NA19401	9.543358
NA19027	NA19393	6.107491
NA19759	NA19789	6.20026
HG02688	HG03021	18.18279
HG00740	HG01393	18.18234
HG00740	HG01242	15.01789
HG01113	HG01431	5.596031
HG02031	HG02137	21.8823
HG00278	HG00327	5.456276
HG00867	HG00881	66.00877
HG00284	HG00323	20.0987
NA21087	NA21124	15.72712
HG01284	HG01455	12.90875
NA19374	NA19445	10.38961
HG02462	HG02571	5.764179
HG01363	HG01485	5.366852
NA19378	NA19383	5.075911
HG01069	HG01191	31.41942
HG00338	HG00376	11.69054
HG03199	HG03369	5.03726
HG03449	HG03559	6.655486
HG03103	HG03196	9.471329
NA19378	NA19443	6.930931
NA20517	NA20532	14.00225
HG01468	HG01702	5.464943
HG03114	HG03130	22.60623
HG01105	HG01108	7.862282
HG03114	HG03124	5.522934
HG02462	HG02624	5.233372
HG03168	HG03367	7.476095
HG00284	HG00321	26.5835
HG01805	HG02166	5.545273
HG01105	HG01161	14.0953
NA19121	NA19144	5.184021
HG01174	HG01323	5.752762
NA19312	NA19466	11.25889
HG02076	HG02081	5.340723
HG00338	HG00378	10.3338
HG01105	HG01174	33.53548
HG01170	HG01182	13.94758
HG03449	HG03575	7.254852
HG02317	HG02485	6.329239
HG03103	HG03169	7.617157
HG03108	HG03369	9.123499
HG02035	HG02140	13.40821
HG03265	HG03517	7.096389
HG02102	HG02286	7.841175
HG00100	HG00107	10.87566
HG00284	HG00326	5.065353
HG03108	HG03121	5.409904
HG01174	HG01325	23.92005
HG00355	HG00382	12.00443
HG01105	HG01205	21.54302
NA19027	NA19468	29.01724
HG03890	HG03990	5.344604
HG02652	HG02688	5.283279
HG03672	HG03736	5.295639
HG00743	HG01092	18.18045
HG01512	NA19764	5.477539
NA20538	NA20796	12.10911
HG03755	HG04075	21.0214
NA21105	NA21133	11.72178
HG03773	HG04096	17.94661
NA20507	NA20806	7.261063
NA19372	NA19390	11.82219
NA19657	NA19755	5.519348
NA19372	NA19475	5.122246
HG01101	HG01108	20.27364
NA20507	NA20762	21.94452
HG00743	HG01770	5.470131
HG03755	HG03986	5.471245
HG02054	HG02282	12.27891
HG03890	HG03951	28.91531
HG02756	HG02836	16.63961
HG03114	HG03175	6.931206
HG01101	HG01190	21.20229
NA19755	NA19764	5.670258
HG03679	HG03741	5.986916
HG01136	HG01362	22.11212
HG01101	HG01286	12.21826
HG02049	HG02057	6.653572
HG01069	HG01302	26.51769
HG02102	HG02301	6.844745
NA19378	NA19429	12.99543
HG02756	HG02884	5.937972
HG01046	HG02155	13.5756
NA20882	NA20891	5.076332
HG00276	HG00325	16.56737
HG03100	HG03115	29.11693
HG03640	HG03660	14.15256
HG03298	HG03313	14.76574
HG00267	HG00318	5.285179
HG00267	HG00271	28.04776
NA19428	NA19445	7.229828
NA20792	NA20806	5.209846
HG03672	HG03837	10.85637
HG02646	HG02814	6.349274
HG03672	HG03866	6.307552
NA20877	NA21117	6.543453
NA20756	NA20800	6.967758
HG02611	HG02887	6.6325
NA20911	NA21091	6.224991
HG01990	HG02580	5.06459
HG00177	HG00282	34.88833
HG00267	HG00278	5.404755
HG00743	HG01353	5.470131
HG03868	HG04211	5.218979
NA20538	NA20785	5.275711
NA20877	NA20892	6.539299
HG01354	HG01357	33.10236
HG00250	NA11832	6.651474
HG01167	HG01312	33.64604
HG01844	HG01864	5.890015
HG02017	HG02025	6.931374
NA21093	NA21129	5.69236
NA18511	NA18520	12.74486
HG01177	HG01198	18.22339
HG01389	HG01443	12.3934
HG02585	HG02887	15.12115
HG01605	HG02219	5.562668
HG01816	HG02371	6.482651
HG01816	HG02381	12.74438
NA20520	NA20529	5.939495
HG03297	HG03301	15.89111
HG01029	HG02389	5.296211
HG03926	HG04159	5.069351
HG01029	HG01806	9.556641
HG03744	HG04039	5.181091
HG03695	HG03885	10.44052
NA21093	NA21127	17.83162
HG00242	HG00244	17.51017
HG01844	HG01874	6.320724
HG03695	HG03755	13.25871
NA21117	NA21144	17.76888
HG01097	HG01110	36.72828
HG03367	NA18488	7.177162
HG03695	HG03991	7.232224
HG01389	HG01465	16.0667
HG00378	HG00382	15.20796
HG00362	HG00384	12.36506
HG00637	HG00733	23.46996
HG03124	HG03168	10.98056
HG02337	HG02450	27.96554
HG00637	HG01303	52.10161
HG03057	HG03451	10.3047
HG00737	HG01176	32.63702
HG01369	HG01444	23.79563
HG01844	HG02075	10.7613
HG00881	HG00956	12.56179
HG01176	HG01191	8.732327
HG00343	HG00349	5.243645
NA19428	NA19467	19.76571
HG02298	NA19762	5.99715
HG01176	HG01198	10.7651
HG01378	HG01551	41.3562
HG00276	HG00284	11.23988
NA20877	NA21127	5.016037
HG00174	HG00180	10.92324
HG01094	HG01095	25.67758
HG01378	HG01456	32.559
HG00177	HG00321	24.14273
HG00663	HG00671	15.99357
NA21093	NA21109	43.48864
HG00304	HG00355	20.403
HG03100	HG03517	9.140339
HG01894	HG02314	7.10025
HG02976	HG02979	5.281567
HG00174	HG00360	7.297791
HG01912	HG02010	7.502113
HG01566	HG02008	7.135376
HG00663	NA18617	7.680298
NA19779	NA19792	10.02707
HG00336	HG00364	7.504915
HG00343	HG00362	6.099918
HG02164	HG02380	12.28752
HG02017	HG02024	6.903767
HG01682	NA19675	5.169052
NA18511	NA18877	17.76243
NA20514	NA20796	5.979221
HG01029	HG01046	25.49142
HG00336	HG00376	11.3692
HG03455	HG03565	5.309982
HG02757	HG02813	28.8137
HG01176	HG01177	30.5186
HG01134	HG01284	59.56087
HG00174	HG00351	5.029495
HG01097	HG01241	6.818102
HG01912	HG02427	18.08418
HG01134	HG01366	13.85153
HG03100	HG03129	11.47952
HG00637	HG01188	21.08456
HG02363	HG02389	49.28627
HG01070	HG01082	6.069275
HG01092	HG01187	20.57589
HG01070	HG01080	27.63266
HG01051	HG01241	9.712011
HG01864	HG01874	12.50644
HG01182	HG01392	34.3278
HG03558	HG03575	8.415695
HG01054	HG01198	41.55096
HG03644	HG03695	10.62055
HG00353	HG00379	5.864578
HG00731	HG01107	22.20312
HG03866	HG04210	11.57141
HG03139	HG03268	7.639877
HG03644	HG03884	7.34808
HG01281	HG01356	46.0789
HG00121	HG00124	5.374279
HG01051	HG01105	35.15879
HG01917	HG02271	13.74615
HG01182	HG01248	21.77858
NA19041	NA19445	5.247543
HG01139	HG01497	5.955063
HG01149	HG01459	12.71009
HG01051	HG01162	14.83695
HG02420	HG03259	6.572029
HG02156	HG02397	6.555641
HG01092	HG01102	34.04699
HG02491	HG02684	18.54304
HG01092	HG01098	6.229713
HG01051	HG01167	21.55804
HG01054	HG01182	13.12386
HG03521	NA19923	5.045692
HG02491	HG02685	7.675484
HG01350	HG01443	9.683685
HG02150	HG02260	7.370255
HG01920	HG01924	5.18383
HG01139	HG01366	6.087885
HG01149	HG01257	26.13699
HG00179	HG00372	8.263996
HG01051	HG01403	10.66239
NA19360	NA19374	8.739639
HG01139	HG01354	8.9478
HG01063	HG01095	37.55945
HG01516	HG01518	14.5424
NA19041	NA19383	5.292923
HG00179	HG00338	20.78794
NA20847	NA21089	12.18039
HG02465	HG03049	10.71916
HG01167	HG01248	11.80033
HG00258	HG00261	5.550613
HG00737	HG01077	12.57476
HG02946	HG03108	25.13623
HG03124	HG03517	48.11132
HG03695	HG03900	12.87354
HG00637	HG01325	23.00381
HG01817	HG02141	5.119026
HG02050	HG02522	5.590176
NA20896	NA21144	7.484589
HG01817	HG02187	18.88999
HG01935	HG02146	5.093914
HG00637	HG00743	13.89651
NA21117	NA21127	5.072319
NA20896	NA21100	10.23394
HG01162	HG01174	37.39275
HG00637	HG01167	19.38011
HG00731	HG00742	23.49921
HG02595	HG02860	5.09375
NA19019	NA19468	15.01164
HG03009	HG03833	5.092624
HG00109	HG00246	5.052231
NA19019	NA19338	11.43842
NA19379	NA19436	12.2214
HG00637	HG01077	43.06245
HG00731	HG00740	13.92037
HG00731	HG01302	21.53428
NA19379	NA19457	6.152775
HG01182	HG01412	84.70704
HG03124	NA19129	7.047108
HG01092	HG01104	6.763359
HG01092	HG01241	10.17149
HG00463	HG00531	9.292816
HG00637	HG01086	20.5639
HG00463	HG00475	20.90913
HG03139	HG03271	26.74797
HG01061	HG01085	30.31243
HG01092	HG01111	11.52898
NA19019	NA19030	7.091263
HG00256	HG00263	5.57959
HG01061	HG01412	57.57643
HG01162	HG01392	25.14609
HG03689	HG03851	6.142563
HG02465	HG02820	16.87382
HG00731	HG01393	10.85009
HG00463	HG00542	5.712311
HG00109	NA12751	6.51535
HG03689	HG03696	14.84982
NA20344	NA20348	37.96198
HG03445	HG03451	18.69013
HG01281	HG01551	7.011055
HG00137	HG00139	10.73914
NA20525	NA20764	9.522582
HG02308	HG02455	12.5698
NA19036	NA19462	6.611237
HG01133	HG01148	11.76255
HG01133	HG01498	28.99163
HG01133	HG01142	11.72425
HG02051	HG02479	9.954208
HG01108	HG01311	10.11623
HG03871	HG04093	5.188678
NA11994	NA12815	5.074829
HG01108	HG01171	9.436127
HG01524	HG01682	5.368267
HG01108	HG01392	15.99636
HG01256	HG01378	12.64095
HG00106	NA11918	7.804276
NA19321	NA19461	29.1321
HG01362	HG01479	25.7826
NA20510	NA20524	5.926952
NA20510	NA20755	5.00029
NA19321	NA19457	25.40321
NA20863	NA21142	6.295975
HG01077	HG01191	22.37863
HG00736	HG01398	16.48789
HG00736	HG01396	7.898315
HG01524	HG01684	11.86493
NA20863	NA20871	11.6127
HG00309	HG00346	5.300827
HG01112	HG01498	5.215744
NA21100	NA21127	24.72119
NA19321	NA19399	7.311519
HG01139	HG01489	21.56719
HG01063	HG01197	6.085857
HG01139	HG01348	11.29467
HG02156	HG02410	8.46936
NA20847	NA21135	27.01278
HG01064	HG01414	17.4875
NA21114	NA21129	12.06836
HG01108	HG01183	16.93542
HG01197	HG01198	43.79097
HG01149	HG01464	21.65292
HG01063	HG01177	27.69552
HG01350	HG01444	16.87314
NA20847	NA21143	19.45568
HG01673	HG02006	6.130466
HG01064	HG01085	10.9385
HG00360	HG00379	5.873398
NA19036	NA19350	5.413582
HG01108	HG01191	15.52499
HG00246	HG00255	17.82589
HG01350	HG01485	13.46957
HG02127	HG02521	6.656731
HG01785	HG01786	5.097306
HG01350	HG01479	28.26431
NA19041	NA19316	36.06719
HG01761	HG02286	13.78171
HG01920	HG02298	13.72673
HG00593	HG00596	5.853933
HG01149	HG01374	23.43504
NA19041	NA19473	13.26966
NA19355	NA19437	34.58405
HG01855	HG02121	6.613831
HG01070	HG01098	17.63602
HG01139	HG01492	13.4581
NA19360	NA19376	5.293701
HG00123	HG00125	72.66686
HG00246	NA12761	5.881577
HG01886	HG02501	6.007401
HG03189	HG03291	15.89487
HG01108	HG01187	6.698112
HG02455	HG02505	10.52647
HG01362	HG01492	28.53493
HG01597	HG02040	5.583786
NA21099	NA21141	5.216949
HG01108	HG01162	6.403297
HG01362	HG01363	5.221985
HG01108	HG01182	21.96014
HG01108	HG01197	18.89258
NA20847	NA20856	14.80214
NA19036	NA19428	7.524662
HG01362	HG01455	14.49355
HG03595	HG04164	5.168434
NA21114	NA21119	6.067501
NA19041	NA19347	5.07243
HG01847	HG01864	5.135574
HG01149	HG01277	26.39222
HG00179	HG00376	16.6786
HG01767	NA20538	5.320391
HG01063	HG01403	35.09147
HG01108	HG01190	13.16321
HG03643	HG03760	15.99538
HG00554	HG01108	13.42183
HG01842	HG01846	5.319374
HG00554	HG01092	13.4374
HG00554	HG01182	30.09194
HG03111	HG03520	8.676582
NA20762	NA20800	5.125801
NA21090	NA21142	11.04396
NA21113	NA21127	9.181786
HG00554	HG01101	37.87207
HG00734	HG01075	12.84986
HG00554	HG01190	16.4727
HG00554	HG01325	8.904373
HG00554	HG01302	7.98137
HG00554	HG01413	32.11987
HG00554	HG01323	36.47259
NA19376	NA19434	11.67375
HG00640	HG01198	26.29379
HG02322	HG02508	5.893707
HG02152	HG02356	9.436623
NA19307	NA19350	7.486584
HG00451	HG00475	5.454544
HG01374	HG01551	10.73789
HG01841	HG02512	7.202795
NA21115	NA21123	11.79302
NA19451	NA19456	13.10213
HG00554	HG01067	15.21321
HG01571	HG02271	10.34913
HG00640	HG01398	23.3725
NA21115	NA21141	5.120743
NA19318	NA19401	6.183929
HG01393	HG01396	27.10537
HG01112	HG01353	25.4898
HG01077	HG01162	18.23779
NA20845	NA20881	5.641987
HG03697	HG03711	16.97747
HG02353	HG02402	5.717102
HG01598	HG02072	6.612595
NA19080	NA19087	6.55871
HG01112	HG01431	5.336205
HG01598	HG01855	5.481407
NA21113	NA21122	18.00985
HG00272	HG00284	19.24189
NA20510	NA20753	9.528229
HG01598	HG01843	5.729393
HG00272	HG00336	17.90844
HG03698	HG03752	6.014858
HG03643	HG03890	5.210754
HG00736	HG01060	12.88406
HG01598	HG02116	5.18962
HG01077	HG01248	15.73574
HG03643	HG03689	5.777145
HG03616	HG03937	12.21078
HG00554	HG01085	7.245462
HG03460	HG03563	15.45821
HG01077	HG01188	14.63214
HG00554	HG01326	25.19112
HG01872	HG02401	5.604691
HG01077	HG01086	29.41729
HG01807	HG02406	7.002975
HG01077	HG01110	5.181252
HG01598	HG01871	6.578416
HG01571	HG01945	17.17784
HG02884	HG03258	8.652458
HG01112	HG02277	6.172089
HG01077	HG01392	17.98162
HG03304	HG03521	13.51234
HG01393	HG01413	34.11864
HG01571	HG01932	12.24483
HG00581	HG00632	14.8254
HG00308	HG00326	5.063387
HG01067	HG01105	30.91781
HG02019	HG02020	13.46668
HG00308	HG00382	12.36628
HG01052	HG01461	5.395683
HG02774	HG03705	24.82785
NA20856	NA21099	5.673618
HG02014	HG02497	17.85078
HG01808	HG02371	7.393845
HG00308	HG00375	5.10508
HG02283	HG02541	12.47133
NA20856	NA20863	12.15534
NA19375	NA19434	5.316269
HG01272	HG01350	38.42344
HG01052	HG01161	19.63622
HG01052	HG01286	68.96858
HG01808	HG02395	10.78208
HG02678	HG02799	5.994415
HG01372	HG01498	32.79266
NA19147	NA19236	15.08844
HG00138	NA12155	7.071381
HG00115	HG00124	31.8577
NA19024	NA19351	16.67027
HG02774	HG02775	15.00449
HG02589	HG02808	10.59001
HG00956	HG01807	6.86306
HG01110	HG01241	16.37148
HG01089	HG01105	18.21865
HG01089	HG01323	18.61549
HG02774	HG02789	16.07639
HG00115	HG00125	22.11279
HG00185	HG00350	12.43243
HG01086	HG01305	27.7212
HG00335	HG00360	14.42498
HG00189	HG00282	24.00072
HG01086	HG01402	25.50891
NA19324	NA19467	8.038658
HG01853	HG01867	9.310991
HG00115	HG00122	6.467126
HG00335	HG00346	20.91508
HG03846	HG03886	32.09034
HG01353	HG01369	12.67493
HG01031	HG02156	14.60614
NA21115	NA21128	25.43228
HG01403	HG01413	40.79996
HG03452	HG03571	9.070724
HG00308	HG00320	6.95808
NA20504	NA20527	9.692741
NA19670	NA19750	5.971039
NA19318	NA19347	182.0913
HG02351	HG02360	8.013634
HG03452	HG03478	6.989571
HG01353	HG01444	36.04561
HG01073	HG01200	6.920418
NA18868	NA19138	6.284882
HG01353	HG01494	10.22299
HG00319	HG00344	5.866699
HG03846	HG03951	9.229668
HG00108	HG00109	25.42745
HG00188	HG00272	15.81693
HG02144	NA20344	10.07497
HG00308	HG00381	5.292671
HG01089	HG01205	70.45194
HG01086	HG01183	40.62592
HG00551	HG01325	20.00811
HG00551	HG01257	6.956802
NA19307	NA19397	5.909534
HG00640	HG01177	18.07348
HG03135	HG03195	9.721609
HG02023	HG02522	11.16695
NA19376	NA19430	19.25834
HG02023	HG02050	12.57896
HG01842	HG02134	6.269112
NA19307	NA19346	8.238319
NA19307	NA19395	8.01738
HG02009	HG02554	7.264816
NA21115	NA21137	7.765472
NA19318	NA19328	22.80123
HG01031	HG02390	7.588409
HG01353	HG01770	5.960813
NA21115	NA21118	15.35724
HG01353	HG01491	38.1659
HG03401	HG03458	25.38517
HG01842	HG02138	5.575106
HG03452	HG03469	8.579987
NA19307	NA19428	13.24423
HG00259	HG00260	5.580256
HG00640	HG01182	11.92768
HG01072	HG01176	29.31137
NA20533	NA20809	6.979553
NA07051	NA20318	5.176277
HG03949	HG04035	14.1658
HG01809	HG02364	5.736092
HG03063	HG03066	7.999447
NA20859	NA21090	11.12056
